"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"1",0.000131995776135164,0.37785110876452,0.000131995776135164,0.000237592397043295,0.000131995776135164,0.000765575501583949,0.000448785638859557,0.000448785638859557,0.000131995776135164,0.000343189017951426,0.000131995776135164,0.000448785638859557,0.101187961985216,0.000131995776135164,0.000131995776135164,0.000237592397043295,0.065285110876452,0.000131995776135164,0.000237592397043295,0.00498944033790919,0.0463833157338965,0.382497360084477,0.000237592397043295,0.0128035902851109,0.000237592397043295,0.000448785638859557,0.000237592397043295,0.000343189017951426,0.000237592397043295,0.000131995776135164,0.000131995776135164,0.000237592397043295,0.000237592397043295,0.000131995776135164,0.000237592397043295,0.000448785638859557,0.000131995776135164,0.000237592397043295,0.000765575501583949,0.000343189017951426
"2",0.000343225261379237,0.00076565635230753,0.000448833034111311,0.00118808744323582,0.000237617488647164,0.000237617488647164,0.000343225261379237,0.000237617488647164,0.000132009715915091,0.000660048579575457,0.00108247967050375,0.000554440806843384,0.0407910022177632,0.00192734185236033,0.000343225261379237,0.000132009715915091,0.467974442918999,0.000871264125039603,0.000343225261379237,0.000237617488647164,0.000554440806843384,0.465651071918893,0.000660048579575457,0.00171612630689619,0.00308902735241314,0.000237617488647164,0.000448833034111311,0.000448833034111311,0.000448833034111311,0.000237617488647164,0.000237617488647164,0.000343225261379237,0.000660048579575457,0.00139930298869997,0.000554440806843384,0.000343225261379237,0.000237617488647164,0.000132009715915091,0.000132009715915091,0.0036170662160735
"3",0.00012954710332677,0.000233184785988185,0.00116592392994093,0.000233184785988185,0.000440460151311017,0.00012954710332677,0.00012954710332677,0.00012954710332677,0.000751373199295264,0.000233184785988185,0.00116592392994093,0.000440460151311017,0.00147683697792517,0.000544097833972432,0.000233184785988185,0.000958648564618095,0.00178775002590942,0.00178775002590942,0.000233184785988185,0.619779251735931,0.000440460151311017,0.35757591460255,0.000544097833972432,0.000233184785988185,0.00012954710332677,0.000647735516633848,0.00012954710332677,0.000751373199295264,0.000751373199295264,0.000751373199295264,0.00012954710332677,0.000544097833972432,0.00012954710332677,0.000440460151311017,0.000751373199295264,0.000544097833972432,0.000544097833972432,0.000233184785988185,0.000958648564618095,0.00178775002590942
"4",0.000234423838299646,0.00242237966242967,0.000234423838299646,0.000234423838299646,0.000234423838299646,0.00127630756407585,0.000234423838299646,0.000234423838299646,0.000234423838299646,0.000442800583454886,0.000234423838299646,0.000130235465722025,0.00158887268180871,0.000234423838299646,0.000338612210877266,0.000130235465722025,0.000859554073765368,0.00346426338820588,0.000546988956032507,0.590565742863096,0.00388101687851636,0.382605751198166,0.000442800583454886,0.000130235465722025,0.000234423838299646,0.000963742446342988,0.000338612210877266,0.000546988956032507,0.000338612210877266,0.000234423838299646,0.000338612210877266,0.000338612210877266,0.000234423838299646,0.000442800583454886,0.000234423838299646,0.000755365701187747,0.000130235465722025,0.00127630756407585,0.000755365701187747,0.00190143779954157
"5",0.000133962061944057,0.000562640660165041,0.000348301361054549,0.000669810309720287,0.000562640660165041,0.000884149608830779,0.000348301361054549,0.000669810309720287,0.000884149608830779,0.000348301361054549,0.000241131711499303,0.000348301361054549,0.436528775050906,0.000884149608830779,0.00249169435215947,0.000776979959275533,0.022746758118101,0.00109848890794127,0.000348301361054549,0.000348301361054549,0.000776979959275533,0.517013181866895,0.000348301361054549,0.000241131711499303,0.00217018540349373,0.000241131711499303,0.000241131711499303,0.000348301361054549,0.000455471010609795,0.000562640660165041,0.000133962061944057,0.000562640660165041,0.000241131711499303,0.000348301361054549,0.00109848890794127,0.00206301575393848,0.000776979959275533,0.000348301361054549,0.000241131711499303,0.000562640660165041
"6",0.000215455328928469,0.0812266590060328,0.00011969740496026,0.000598487024801302,0.000406971176864886,0.00011969740496026,0.00011969740496026,0.000598487024801302,0.00155606626448339,0.000502729100833094,0.000311213252896677,0.000406971176864886,0.00117303456861055,0.00462031983146605,0.00232212965622905,0.000215455328928469,0.428349133390788,0.000406971176864886,0.000311213252896677,0.0188882505027291,0.00270516135210189,0.445489801781097,0.000311213252896677,0.000694244948769511,0.000502729100833094,0.000215455328928469,0.000502729100833094,0.000502729100833094,0.000790002872737719,0.000406971176864886,0.00011969740496026,0.000694244948769511,0.00011969740496026,0.00155606626448339,0.000694244948769511,0.000311213252896677,0.000215455328928469,0.000694244948769511,0.000406971176864886,0.000598487024801302
"7",0.000807259770626879,0.000473221244850239,0.000584567420109119,0.0001391827190736,0.0001391827190736,0.000695913595367999,0.0001391827190736,0.00025052889433248,0.000473221244850239,0.0001391827190736,0.000807259770626879,0.00036187506959136,0.0116078387707382,0.000807259770626879,0.00247745239951008,0.00036187506959136,0.504982741342835,0.000584567420109119,0.00136399064692128,0.00158668299743904,0.00158668299743904,0.432719073599822,0.000584567420109119,0.00025052889433248,0.00036187506959136,0.000584567420109119,0.0001391827190736,0.00025052889433248,0.00036187506959136,0.00036187506959136,0.000584567420109119,0.0001391827190736,0.000918605945885759,0.0299799576884534,0.0001391827190736,0.00036187506959136,0.000473221244850239,0.00102995212114464,0.0001391827190736,0.00025052889433248
"8",0.00294391978547278,0.000728693016206133,0.00387664684621663,0.0112218724495744,0.00049551125102017,0.00107846566398508,0.00189460184213595,0.00224437448991489,0.00574210096770433,0.00131164742917104,0.000262329485834208,0.000728693016206133,0.000961874781392095,0.00166142007694998,0.00131164742917104,0.00189460184213595,0.00445960125918153,0.208260464031713,0.00107846566398508,0.426168823597995,0.00224437448991489,0.298851579806459,0.00294391978547278,0.00224437448991489,0.00049551125102017,0.00049551125102017,0.000845283898799114,0.000612102133613151,0.000378920368427189,0.00655823714585519,0.000145738603241227,0.000612102133613151,0.00142823831176402,0.000262329485834208,0.00049551125102017,0.000145738603241227,0.00177801095954296,0.000378920368427189,0.000145738603241227,0.000612102133613151
"9",0.000920401167957344,0.000539545512250857,0.00015868985654437,0.00117430493842834,0.000285641741779865,0.000666497397486353,0.000412593627015361,0.000412593627015361,0.000285641741779865,0.00130125682366383,0.00015868985654437,0.00015868985654437,0.448679700393551,0.000285641741779865,0.00015868985654437,0.000285641741779865,0.0725212644407769,0.00155516059413482,0.000285641741779865,0.00130125682366383,0.000920401167957344,0.455027294655326,0.000539545512250857,0.000793449282721848,0.00015868985654437,0.000412593627015361,0.000539545512250857,0.00015868985654437,0.000285641741779865,0.00117430493842834,0.000412593627015361,0.000412593627015361,0.000666497397486353,0.00155516059413482,0.00244382379078329,0.00104735305319284,0.000285641741779865,0.000666497397486353,0.000285641741779865,0.000666497397486353
"10",0.000447494033412888,0.0626988862370724,0.000845266507557677,0.000646380270485282,0.00104415274463007,0.000646380270485282,0.000248607796340493,0.00124303898170247,0.346310660302307,0.000646380270485282,0.000248607796340493,0.00124303898170247,0.000447494033412888,0.00124303898170247,0.00164081145584726,0.000248607796340493,0.0794053301511535,0.0730409705648369,0.00183969769291965,0.0368436754176611,0.000248607796340493,0.374950278440732,0.000447494033412888,0.000447494033412888,0.000248607796340493,0.000248607796340493,0.000447494033412888,0.00164081145584726,0.000248607796340493,0.000845266507557677,0.000248607796340493,0.00144192521877486,0.00124303898170247,0.00283412887828162,0.000248607796340493,0.000845266507557677,0.000447494033412888,0.000447494033412888,0.000248607796340493,0.00124303898170247
