id	root	seyame	root_type
1085	MST>	0	parethesied
1086	SKN	0	parethesied
1087	MSR	0	normal
1088	MST>	0	parethesied
1089	M<>	0	normal
1090	M<S	0	normal
1091	<QL	0	parethesied
1092	M<RT>	0	parethesied
1093	MY>	0	normal
1094	MY<	0	normal
1095	MYRJN	0	normal
1096	MQDWNJ>	0	bracketed
1097	MQLWN	0	bracketed
1098	MR	0	normal
1099	MR>	0	normal
1100	MR>	0	parethesied
1101	MRGNJT>	0	parethesied
1102	MRD	0	normal
1103	MRX	0	normal
1104	MRV	0	normal
1105	MRJM	0	normal
1106	MRJM	0	normal
1107	MRJM	0	normal
1108	MRJM	0	normal
1109	MRJM	0	normal
1110	MRJM	0	normal
1111	MRJM	0	normal
1112	MRJT>	0	parethesied
1113	MR<	0	normal
1114	MRQWS	0	normal
1115	MRT>	0	normal
1116	MCX	0	normal
1117	MCX	0	normal
1118	MCK	0	normal
1119	MTM	0	normal
1120	MTWCLX	0	normal
1121	MTX	0	normal
1122	MTJ	0	normal
1123	MTJ>	0	normal
1124	MTJT>	0	normal
1125	MTL	0	normal
1126	MTN	0	normal
1127	MTRJ>	1	bracketed
1128	MTT>	0	normal
1129	N>JN	0	normal
1130	N>PWLJS	0	normal
1131	N>QWLJV>	0	normal
1132	N>QWLJV>	0	bracketed
1133	NB>	0	parethesied
1134	NB<	0	normal
1135	NGD	0	normal
1136	NGH	0	normal
1137	NGJ	0	normal
1138	NGR	0	normal
1139	NGR	0	normal
1140	ND	0	normal
1141	NDR	0	normal
1142	NHM	0	normal
1143	NHR	0	normal
1144	NHR	0	normal
1145	NWG	0	parethesied
1146	ND	0	parethesied
1147	NWX	0	normal
1148	NX	0	parethesied
1149	NM	0	parethesied
1150	NWM>	0	bracketed
1151	NWMP>	0	normal
1152	NWN	0	normal
1153	NWN>	0	parethesied
1154	NWS>	0	bracketed
1155	NP	0	parethesied
1156	NWR	0	parethesied
1157	NXWM	0	normal
1158	NXWR	0	normal
1159	NXL>	0	parethesied
1160	NXM	0	parethesied
1161	NXC>	0	parethesied
1162	NXCWN	0	normal
1163	NXT	0	normal
1164	NXT>	0	parethesied
1165	NVR	0	normal
1166	NJGR	0	normal
1167	NJNW>	0	normal
1168	NJQDMWS	0	normal
1169	NJQL>WS	0	normal
1170	NJQNWR	0	normal
1171	NJQPWLJS	0	normal
1172	NJR	0	normal
1173	NJC	0	normal
1174	NK>	0	normal
1175	NKL	0	normal
1176	NKS	0	normal
1177	NKP	0	normal
1178	NKR	0	parethesied
1179	NKT	0	normal
1180	NMWS>	0	bracketed
1181	NMR	0	parethesied
1182	NN<>	0	parethesied
1183	NSB	0	normal
1184	NS>	0	parethesied
1185	NSR	0	normal
1186	N<B>	0	parethesied
1187	N<MN	0	normal
1188	NPX	0	normal
1189	NPVJR>	0	parethesied
1190	NPL	0	normal
1191	NPS	0	normal
1192	NPY	0	normal
1193	NPQ	0	normal
1194	NPC	0	normal
1195	NPT>	0	parethesied
1196	NPTX	0	normal
1197	NPTLJ	0	normal
1198	NY>	0	normal
1199	NYB	0	normal
1200	NYX	0	normal
1201	NYL	0	normal
1202	NYRT	0	normal
1203	NQ>	0	normal
1204	NQB	0	normal
1205	NQD	0	parethesied
1206	NQ<>	0	parethesied
1207	NQP	0	normal
1208	NQR	0	normal
1209	NQC	0	normal
1210	NRG>	0	parethesied
1211	NRD	0	normal
1212	NRJ	0	normal
1213	NRQSWS	0	normal
1214	NCB	0	normal
1215	NCQ	0	normal
1216	NCR>	0	parethesied
1217	NTN	0	normal
1218	NTNJ>JL	0	normal
1219	NTP	0	normal
1220	S>B	0	normal
1221	S>M>	0	bracketed
1222	S>N	0	normal
1223	SRWN>	0	normal
1224	S>T>	0	parethesied
1225	SJB	0	parethesied
1226	SBL	0	normal
1227	SBSV>	0	bracketed
1228	SB<	0	normal
1229	SBR	0	normal
1230	SBR	0	parethesied
1231	SG>	0	normal
1232	SGD	0	normal
1233	SGWL>	0	parethesied
1234	SGP	0	normal
1235	SD>	0	normal
1236	SDWM	0	normal
1237	SDWN>	0	parethesied
1238	SDQ	0	normal
1239	SHD	0	normal
1240	SHR>	0	parethesied
1241	SW>	0	normal
1242	SJB	0	parethesied
1243	SG	0	parethesied
1244	SWDR>	0	bracketed
1245	SWX	0	normal
1246	SK	0	parethesied
1247	SWK>	0	parethesied
1248	SWKN>	0	parethesied
1249	SWNVJK>	0	normal
1250	SWSJ>	0	parethesied
1251	SWSJPVRWS	0	normal
1252	SWSTNJS	0	normal
1253	SWP	0	parethesied
1254	SWPVRWS	0	normal
1255	SWRJ>	0	normal
1256	SX>	0	normal
1257	SXP	0	normal
1258	SV>	0	normal
1259	SVM	0	normal
1260	SVN>	0	parethesied
1261	SVR	0	parethesied
1262	SM	0	parethesied
1263	SJMWN	0	normal
1264	SJN	0	normal
1265	SJNJ	0	normal
1266	SJ<	0	parethesied
1267	SJP	0	normal
1268	SK>	0	parethesied
1269	SKL	0	parethesied
1270	SKL	0	normal
1271	SKR	0	normal
1272	SKRJWV>	0	normal
1273	SL>	0	normal
1274	SLWNWS	0	normal
1275	SLWNWS	0	normal
1276	SLWQJ>	0	normal
1277	SLMWN	0	normal
1278	SLMWN>	0	normal
1279	SLMN>	0	normal
1280	SLQ	0	normal
1281	SM	0	normal
1282	SMWS	0	normal
1283	ZMWRN>	0	normal
1284	SMWTR>QJ	0	normal
1285	SMJ	0	normal
1286	SMJD>	0	parethesied
1287	SMK	0	normal
1288	SML>	0	parethesied
1289	SMQ	0	normal
1290	SN	0	normal
1291	SN>	0	normal
1292	SNR	0	parethesied
1293	SN>	0	normal
1294	SNQ	0	normal
1295	SS	0	normal
1296	S<>	0	normal
1297	S<R	0	normal
1298	S<R	0	normal
1299	SP>	0	parethesied
1300	SPJL>	0	parethesied
1301	SPN	0	parethesied
1302	SPSJR>	0	bracketed
1303	SPQ	0	normal
1304	SPR	0	normal
1305	SPR>	0	parethesied
1306	SPR>	0	parethesied
1307	SPT>	0	parethesied
1308	SQ>	0	parethesied
1309	SQW>	0	normal
1310	SQWNDWS	0	normal
1311	SR>	0	normal
1312	SR>	0	normal
1313	SRG	0	normal
1314	SRGJWS-PWLWS	0	normal
1315	SRD	0	normal
1316	SRDWN	0	bracketed
1317	SRDJS	0	normal
1318	SRWG	0	normal
1319	SRX	0	normal
1320	SRV	0	normal
1321	SRQ	0	normal
1322	SRQWS>	0	normal
1323	ST>	0	parethesied
1324	STR	0	normal
1325	<>D>	0	parethesied
1326	<B>	0	parethesied
1327	<BD	0	normal
1328	<BDW	0	normal
1329	<BWR>	0	parethesied
1330	<BJ	0	normal
1331	<BR	0	normal
1332	<BR	0	normal
1333	<BRJ>	0	parethesied
1334	<GL	0	parethesied
1335	<GN	0	normal
1336	<D	0	normal
1337	<D>	0	normal
1338	<DKJL	0	normal
1339	<DL	0	normal
1340	<DM>	0	normal
1341	<DN	0	normal
1342	<DR	0	normal
1343	<DT>	0	parethesied
1344	<HD	0	normal
1345	<HN	0	normal
1346	<WB>	0	parethesied
1347	<WBJD	0	normal
1348	<WD	0	parethesied
1349	<WZJ>	0	normal
1350	<WZNJ>	0	parethesied
1351	<WK	0	parethesied
1352	<WL	0	parethesied
1353	<WL	0	parethesied
1354	<P	0	parethesied
1355	<P	0	parethesied
1356	<Q	0	parethesied
1357	<WQS>	0	parethesied
1358	<WR	0	parethesied
1359	<RL	0	parethesied
1360	<RP	0	parethesied
1361	<Z	0	normal
1362	<Z>	0	parethesied
1363	<ZWR	0	normal
1364	<ZL	0	normal
1365	<ZQT>	0	parethesied
1366	<ZR	0	normal
1367	<V>	0	normal
1368	<VL	0	normal
1369	<VM>	0	parethesied
1370	<VP	0	normal
1371	<VR	0	normal
1372	<JN-JWN	0	normal
1373	<JN	0	normal
1374	<JR	0	normal
1375	<R	0	parethesied
1376	<KW	0	normal
1377	<L	0	normal
1378	<LB	0	normal
1379	<L>	0	normal
1380	<LWJ	0	normal
1381	<LJM>	0	parethesied
1382	<LM>	0	parethesied
1383	<L	0	normal
1384	<M	0	normal
1385	<M>WS	0	normal
1386	<MD	0	normal
1387	<MWD>	0	parethesied
1388	<MWY	0	normal
1389	<MWR>	0	normal
1390	<MV	0	normal
1391	<MJNDB	0	normal
1392	<MJR>	0	parethesied
1393	<ML	0	normal
1394	<MNW>JL	0	normal
1395	<MY	0	normal
1396	<MQ	0	normal
1397	<MR	0	normal
1398	<MR	0	normal
1399	<N>	0	normal
1400	<N>	0	normal
1401	<N>	0	parethesied
1402	<NBT>	0	parethesied
1403	<ND	0	normal
1404	<NN>	0	parethesied
1405	<SB	0	normal
1406	<SW	0	normal
1407	<SQ	0	normal
1408	<SR	0	normal
1409	<SRT-MDJ"NT>	1	normal
1410	<P	0	normal
1411	<P	0	normal
1412	<P>	0	normal
1413	<PQ	0	normal
1414	<PR	0	parethesied
1415	<Y>	0	normal
1416	<YB	0	normal
1417	<YR	0	normal
1418	<QB	0	normal
1419	<QM	0	normal
1420	<QR	0	normal
1421	<QRB>	0	parethesied
1422	<R>	0	normal
1423	<RB	0	normal
1424	<RB	0	normal
1425	<RB	0	normal
1426	<RB>	0	parethesied
1427	<RWR>	0	parethesied
1428	<RVL	0	normal
1429	<RM	0	normal
1430	<RS>	0	parethesied
1431	<RPL	0	normal
1432	<RY	0	normal
1433	<RQ	0	normal
1434	<RQT>	0	parethesied
1435	<CN	0	normal
1436	<CQ	0	normal
1437	<NT	0	normal
1438	<TD	0	normal
1439	<TQ	0	normal
1440	<TR	0	normal
1441	P>VR>	0	normal
1442	P>J	0	normal
1443	PQ	0	normal
1444	P>R>	0	parethesied
1445	PGD	0	normal
1446	PGN>	0	bracketed
1447	PG<	0	normal
1448	PGR	0	parethesied
1449	PDN>	0	parethesied
1450	PH>	0	normal
1451	PHSVWS	0	normal
1452	PWB>	0	normal
1453	PG	0	parethesied
1454	PWGLWS	0	normal
1455	PWDS	0	normal
1456	PWVJ>LWS	0	normal
1457	PWLWS	0	normal
1458	PWM>	0	parethesied
1459	PWNJQ>	0	normal
1460	PWNKS	0	normal
1461	PWPLJWS	0	normal
1462	PWRS>	0	parethesied
1463	PWR	0	parethesied
1464	PC	0	parethesied
1465	PTQ	0	normal
1466	PX>	0	parethesied
1467	PXZ	0	parethesied
1468	PXM	0	parethesied
1469	PXR	0	parethesied
1470	PVM	0	parethesied
1471	PVMWS	0	normal
1472	PVR	0	normal
1473	PVRB>	0	normal
1474	PVRWS	0	normal
1475	PJLDLPJ>	0	normal
1476	PLSP	0	normal
1477	PJLVWS	0	normal
1478	PJLVWS	0	normal
1479	PJLJMWN	0	normal
1480	PJLJPWS	0	normal
1481	PJLJPWS	0	normal
1482	PJLJPWS	0	normal
1483	PJLJPWS	0	normal
1484	PJLJPWS	0	normal
1485	PJLKS	0	normal
1486	PJLLGWS	0	normal
1487	PJNK>	0	bracketed
1488	PJS	0	parethesied
1489	PJSJDJ>	0	normal
1490	PJRM>	0	parethesied
1491	PK>	0	parethesied
1492	PKH	0	normal
1493	PKR	0	normal
1494	PL>T>	0	parethesied
1495	PLG	0	normal
1496	PLG	0	normal
1497	PLGWN	0	normal
1498	PLX	0	normal
1499	PLV	0	normal
1500	PLN	0	normal
1501	PL<	0	normal
1502	PLC	0	normal
1503	PMPWLJ>	0	normal
1504	PN>	0	normal
1505	PNW>JL	0	normal
1506	PNVWS	0	normal
1507	PNVQWSV>	0	normal
1508	PNQ	0	normal
1509	PNQJT>	0	bracketed
1510	PS	0	normal
1511	PSQ	0	normal
1512	PSQJT>	0	parethesied
1513	P<	0	normal
1514	P<L	0	normal
1515	P<R	0	normal
1516	PPWS	0	normal
1517	PY>	0	parethesied
1518	PYX	0	normal
1519	PYX	0	normal
1520	PQD	0	normal
1521	PQX	0	normal
1522	PQ<	0	normal
1523	PRG>	0	normal
1524	PRGL>	0	bracketed
1525	PRGMWS	0	normal
1526	PRD	0	normal
1527	PRDJS>	0	parethesied
1528	PRHSJ>	0	bracketed
1529	PRWG>	0	parethesied
1530	PRWGJ>	0	normal
1531	PRZL>	0	parethesied
1532	PRX	0	normal
1533	PRVWNVWS	0	normal
1534	PRVWRJN	0	bracketed
1535	PRJSQL>	0	normal
1536	PRK	0	normal
1537	PRKRWS	0	normal
1538	PRMN>	0	normal
1539	PRNS	0	normal
1540	PRS	0	normal
1541	PRS	0	normal
1542	PRSJ	0	normal
1543	PRSS	0	normal
1544	PR<	0	normal
1545	PR<	0	normal
1546	PR<WN	0	normal
1547	PRP<	0	normal
1548	PRY	0	normal
1549	PRYWP>	0	bracketed
1550	PRQ	0	normal
1551	PRQLJV>	0	bracketed
1552	PRC	0	normal
1553	PRC>	0	parethesied
1554	PRT	0	normal
1555	PRT	0	normal
1556	PRTWJ>	0	normal
1557	PCX	0	normal
1558	PCV	0	normal
1559	PCG	0	parethesied
1560	PCK	0	normal
1561	PCQ	0	normal
1562	PCR	0	normal
1563	PT>	0	normal
1564	PTGM>	0	parethesied
1565	PTWR>	0	parethesied
1566	PTX	0	normal
1567	PTK	0	normal
1568	PTKR>	0	parethesied
1569	Y>J	0	normal
1570	YB>	0	normal
1571	YB>WT	0	bracketed
1572	YB<	0	normal
1573	YB<>	0	parethesied
1574	YBT	0	normal
1575	YD	0	normal
1576	YD>	0	normal
1577	YH>	0	normal
1578	YHJWN	0	normal
1579	YD	0	parethesied
1580	YX>	0	parethesied
1581	YM	0	parethesied
1582	YWR	0	normal
1583	YR	0	parethesied
1584	YR	0	parethesied
1585	YT	0	parethesied
1586	YXW>	0	parethesied
1587	YXN	0	normal
1588	YJD	0	normal
1589	YD	0	parethesied
1590	YJDN	0	normal
1591	YL	0	normal
1592	YL>	0	normal
1593	YLB	0	normal
1594	YLX	0	normal
1595	YLM>	0	parethesied
1596	YLP	0	normal
1597	YMX	0	normal
1598	YN<	0	normal
1599	Y<	0	normal
1600	Y<R	0	normal
1601	YPX	0	normal
1602	YPR>	0	parethesied
1603	YPR>	0	parethesied
1604	YPRJ>	0	parethesied
1605	YY>	0	parethesied
1606	YYL>	0	parethesied
1607	YR>	0	normal
1608	YRK	0	normal
1609	YRPT	0	normal
1610	QJBWT>	0	bracketed
1611	Q>JN	0	normal
1612	Q>RS>	0	bracketed
1613	QB>	0	bracketed
1614	QBL	0	normal
1615	QB<	0	normal
1616	QBR	0	normal
1617	QD	0	normal
1618	QDJ	0	normal
1619	QDL>	0	parethesied
1620	QDM	0	normal
1621	QDRWN	0	normal
1622	QW	0	normal
1623	QW>RVS	0	normal
1624	QWBRNJV>	0	bracketed
1625	QWD>	0	normal
1626	QDC	0	normal
1627	QW>	0	parethesied
1628	QWLWNJ>	0	bracketed
1629	QWLSWS	0	normal
1630	QWLT>	0	parethesied
1631	QM	0	parethesied
1632	QWNJMWN	0	bracketed
1633	QWSM	0	normal
1634	QPN	0	normal
1635	QWPRWS	0	normal
1636	QWRX	0	normal
1637	QWRVB>	0	bracketed
1638	QWRJ>	0	bracketed
1639	QWRJN>	0	bracketed
1640	QWRJNWS	0	normal
1641	QWRJNTWS	0	bracketed
1642	QWRNJLJWS	0	normal
1643	QWCT>	0	parethesied
1644	QVL	0	normal
1645	QVM>	0	parethesied
1646	QVN	0	normal
1647	QVN>	0	normal
1648	QV<	0	normal
1649	QVP	0	normal
1650	QVR	0	normal
1651	QVRG	0	normal
1652	QJV>	0	parethesied
1653	QJVWN>	0	parethesied
1654	QJLJQJ>	0	normal
1655	QNDJNWS	0	bracketed
1656	QJNJ>	0	parethesied
1657	QJNN	0	normal
1658	QJNN	0	normal
1659	QJNT>	0	parethesied
1660	QJS>	0	parethesied
1661	QJP>	0	normal
1662	QJC	0	normal
1663	QJTR>	0	bracketed
1664	QL	0	normal
1665	QL	0	parethesied
1666	QLWDJ>	0	normal
1667	QLWDJWS	0	bracketed
1668	QLJD>	0	parethesied
1669	QLJWP>	0	normal
1670	QLJWP>	0	normal
1671	QLMJS	0	normal
1672	QLS	0	parethesied
1673	QLP	0	normal
1674	QMX>	0	parethesied
1675	QMV	0	normal
1676	QMY>	0	parethesied
1677	QN>	0	normal
1678	QN>	0	normal
1679	QNDQ	0	normal
1680	QNM	0	parethesied
1681	QNV	0	normal
1682	QNVRWN>	0	bracketed
1683	QNJ>	0	parethesied
1684	QNJDWS	0	normal
1685	QNKR>S	0	normal
1686	QNNJ>	0	normal
1687	QSV>	0	bracketed
1688	QSVWNR>	0	bracketed
1689	QSR	0	normal
1690	QSRJ>	0	normal
1691	QSRJ>-DPJLJPWS	0	normal
1692	Q<>	0	normal
1693	Q<D	0	normal
1694	QPDWQJ>	0	bracketed
1695	QPX	0	normal
1696	QPS	0	normal
1697	QY	0	normal
1698	QY>	0	normal
1699	QYM	0	normal
1700	QR	0	normal
1701	QR>	0	normal
1702	QRB	0	normal
1703	QRWSVLWS	0	bracketed
1704	QRV>	0	normal
1705	KRJSPWS	0	normal
1706	QRJSQWS	0	normal
1707	QRJT>	0	parethesied
1708	QRJT>	0	parethesied
1709	QRKDN>	0	bracketed
1710	QRM	0	normal
1711	QRN>	0	parethesied
1712	QRPWS	0	normal
1713	QRY	0	normal
1714	QRQWR>	0	bracketed
1715	QRQPT>	0	parethesied
1716	QRC	0	normal
1717	QC	0	normal
1718	QC>	0	parethesied
1719	QCT	0	parethesied
1720	RZ>	0	parethesied
1721	RB	0	normal
1722	RB>	0	normal
1723	RB<	0	normal
1724	RG	0	normal
1725	RGZ	0	normal
1726	RGJWN	0	normal
1727	RGL	0	parethesied
1728	RGM	0	normal
1729	RGC	0	normal
1730	RD>	0	normal
1731	RDP	0	normal
1732	RHB	0	normal
1733	RHBWN>	0	bracketed
1734	RHWM>	0	normal
1735	RHV	0	normal
1736	RHVR>	0	bracketed
1737	RW>	0	normal
1738	RB	0	parethesied
1739	RWBJL	0	normal
1740	RWD>	0	normal
1741	RWDWS	0	normal
1742	RWZ	0	normal
1743	RWX	0	normal
1744	RM	0	parethesied
1745	RWMX>	0	parethesied
1746	R<T	0	normal
1747	RWPWS	0	normal
1748	RXB	0	normal
1749	RXB<M	0	normal
1750	RXJ>	0	parethesied
1751	RXJL	0	normal
1752	RXM	0	normal
1753	RXP	0	normal
1754	RXQ	0	normal
1755	RXC	0	normal
1756	RVB	0	normal
1757	RVN	0	normal
1758	RJX	0	parethesied
1759	RJC	0	normal
1760	RK	0	normal
1761	RKB	0	normal
1762	RKN	0	normal
1763	RKC	0	normal
1764	RM>	0	normal
1765	RMZ	0	normal
1766	RMC>	0	parethesied
1767	RMT>	0	normal
1768	RMT>	0	normal
1769	RN>	0	normal
1770	RS	0	normal
1771	RS>	0	normal
1772	R<	0	normal
1773	R<>	0	normal
1774	R<>	0	normal
1775	R<WT	0	normal
1776	R<>	0	normal
1777	R<L	0	normal
1778	R<M	0	normal
1779	RP	0	normal
1780	RP>	0	normal
1781	RPN	0	normal
1782	RPQ>	0	normal
1783	RPC>	0	parethesied
1784	RPT	0	normal
1785	RYP	0	normal
1786	RQ	0	normal
1787	RQD	0	normal
1788	RQ<	0	normal
1789	RC>	0	normal
1790	RC>	0	parethesied
1791	RCM	0	normal
1792	RC<	0	normal
1793	RT	0	normal
1794	RT>	0	parethesied
1795	RTX	0	normal
1796	C>D>	0	parethesied
1797	C>WL	0	normal
1798	C>WL	0	normal
1799	C>L	0	normal
1800	C>RJ>	0	parethesied
1801	CB	0	parethesied
1802	CB>	0	normal
1803	CBB>	0	parethesied
1804	CBV>	0	parethesied
1805	CBL	0	parethesied
1806	CBL>	0	parethesied
1807	CB<	0	normal
1808	CBQ	0	normal
1809	CBR>	0	parethesied
1810	CBCT>	0	parethesied
1811	CBT>	0	parethesied
1812	CBT>	0	parethesied
1813	CG>	0	normal
1814	CGNJ	0	normal
1815	CGR	0	normal
1816	CGC	0	normal
1817	CD>	0	normal
1818	CDL	0	normal
1819	CDR	0	normal
1820	CHR	0	normal
1821	CW>	0	normal
1822	CWB>	0	parethesied
1823	CBX	0	normal
1824	CWG	0	parethesied
1825	CWZB	0	normal
1826	CWX	0	normal
1827	CX	0	parethesied
1828	CV	0	parethesied
1829	CWMT>	0	parethesied
1830	CW<>	0	parethesied
1831	CP	0	parethesied
1832	CPN	0	normal
1833	CWQ>	0	parethesied
1834	CQR	0	normal
1835	CWR	0	normal
1836	CWR	0	normal
1837	CWCN	0	normal
1838	CWCN	0	normal
1839	CWTP	0	normal
1840	CXD	0	normal
1841	CXV	0	normal
1842	CXN	0	normal
1843	CXQ	0	normal
1844	CXR	0	normal
1845	CXR	0	normal
1846	CXT	0	normal
1847	CV>	0	normal
1848	CVP	0	normal
1849	CVR	0	normal
1850	CJWL	0	normal
1851	CWX	0	parethesied
1852	CJL>	0	normal
1853	CJLWX>	0	normal
1854	CJM	0	normal
1855	CJN	0	normal
1856	CJPWR>	0	parethesied
1857	CJC>	0	parethesied
1858	CJCLT>	0	parethesied
1859	CJT	0	normal
1860	>CKB	0	parethesied
1861	>CKX	0	parethesied
1862	CKJM	0	normal
1863	CKR	0	normal
1864	CKN	0	normal
1865	CKR	0	normal
1866	CKR>	0	parethesied
1867	CL>	0	normal
1868	CLD>	0	parethesied
1869	LHB	0	parethesied
1870	CLWM	0	normal
1871	CLX	0	normal
1872	CLX	0	normal
1873	CLX	0	normal
1874	CLV	0	normal
1875	CLJM	0	normal
1876	CLJM	0	normal
1877	CLJMWN	0	normal
1878	CLM	0	normal
1879	CLT>	0	parethesied
1880	CLT>JL	0	normal
1881	CM	0	parethesied
1882	CMW>JL	0	normal
1883	CMWN>	0	parethesied
1884	CMV	0	normal
1885	CMJ>	0	normal
1886	CMN	0	normal
1887	CM<	0	normal
1888	CM<WN	0	normal
1889	CM<WN	0	normal
1890	CM<WN	0	normal
1891	CM<WN	0	normal
1892	CM<WN	0	normal
1893	CM<WN	0	normal
1894	CM<WN	0	normal
1895	CM<WN	0	normal
1896	CM<WN	0	normal
1897	CM<WN	0	normal
1898	CM<WN	0	normal
1899	CM<WN	0	normal
1900	CM<J	0	normal
1901	CMRJN	0	normal
1902	CMC	0	normal
1903	CMC	0	parethesied
1904	CMCWN	0	normal
1905	CN>	0	parethesied
1906	CN>	0	normal
1907	CND	0	normal
1908	CNQ	0	normal
1909	CNT>	0	parethesied
1910	CNT>	0	parethesied
1911	C<>	0	parethesied
1912	C<T>	0	parethesied
1913	CP>	0	normal
1914	CPJ>	0	parethesied
1915	CPJR>	0	normal
1916	CPL	0	normal
1917	CP<	0	normal
1918	CPR	0	normal
1919	CQ>	0	parethesied
1920	CQ>	0	parethesied
1921	CQJP>	0	parethesied
1922	CQL	0	normal
1923	CR	0	normal
1924	CR>	0	normal
1925	CRB	0	normal
1926	CRG	0	normal
1927	CRX	0	normal
1928	CRJN>	0	parethesied
1929	CRJN>	0	parethesied
1930	CRJT>	0	parethesied
1931	CRK	0	normal
1932	CR<	0	normal
1933	CT	0	normal
1934	CT>	0	normal
1935	CTQ	0	normal
1936	T>WVJR>	0	normal
1937	T>WM>	0	normal
1938	T>WPJL>	0	normal
1939	T>VRWN	0	bracketed
1940	T>M>	0	parethesied
1941	T>RT>	0	parethesied
1942	TT>	0	parethesied
1943	TBJL	0	normal
1944	TBN>	0	parethesied
1945	TB<	0	normal
1946	TBR	0	normal
1947	TG>	0	parethesied
1948	TGR	0	normal
1949	TD>	0	parethesied
1950	TDJ	0	normal
1951	TH>	0	parethesied
1952	THWM>	0	bracketed
1953	THR	0	normal
1954	TW	0	normal
1955	TW>	0	normal
1956	TB	0	parethesied
1957	TWD>	0	normal
1958	TWH	0	normal
1959	TWL<>	0	parethesied
1960	TWN>	0	parethesied
1961	TWR	0	normal
1962	TWR>	0	parethesied
1963	TWT>	0	parethesied
1964	TXWM>	0	parethesied
1965	TXJT	0	parethesied
1966	TKB	0	normal
1967	TKL	0	normal
1968	TKLT>	0	parethesied
1969	TKS	0	normal
1970	TL>	0	normal
1971	TLG>	0	parethesied
1972	TLT	0	normal
1973	TL	0	parethesied
1974	TMH	0	normal
1975	TM	0	normal
1976	TMN	0	normal
1977	TMN>	0	normal
1978	TMR	0	normal
1979	TN>	0	normal
1980	TNWR>	0	parethesied
1981	TNN>	0	parethesied
1982	TNN	0	parethesied
1983	TNN>	0	parethesied
1984	TSWS	0	normal
1985	TSLWNJQ>	0	bracketed
1986	T<L>	0	parethesied
1987	TPL>	0	parethesied
1988	TQL	0	normal
1989	TQN	0	normal
1990	TQP	0	normal
1991	TR>>	0	parethesied
1992	TRGM	0	normal
1993	TRNWS	0	bracketed
1994	TRX	0	normal
1995	TRJN	0	normal
1996	TRML>	0	parethesied
1997	TRNGL>	0	parethesied
1998	TRSJ	0	normal
1999	TR<	0	normal
2000	TRY	0	normal
2001	TC<	0	normal
2002	>TMLJ	0	high_frequency
2003	LHL	0	high_frequency
2004	DWL>	0	high_frequency
2005	DD>	0	high_frequency
2006	BGW	0	high_frequency
2007	LGW	0	high_frequency
2008	XT>	0	high_frequency
2009	>WRQLJDWN	0	high_frequency
2010	<RBJ>	0	high_frequency
2011	CBT>	0	high_frequency
2012	XNN	0	high_frequency
2013	>JMM>	0	high_frequency
2014	DLM>	0	high_frequency
2015	LM>	0	high_frequency
2016	MMTWM	0	high_frequency
2017	MGL>	0	high_frequency
2018	MSKN	0	high_frequency
2019	<Z>	0	high_frequency
2020	<T>	0	high_frequency
2021	TRML>	0	high_frequency
2022	>KXD>	0	high_frequency
2023	>KZN>	0	high_frequency
2024	BTR	0	high_frequency
2025	LBR	0	high_frequency
2026	MXD>	0	high_frequency
2027	NTL	0	high_frequency
2028	QLWDJWS	0	normal
2029	KL	0	normal
2030	<L	0	normal
2031	<M	0	normal
2032	CBHR	0	high_frequency
2033	HJMN	0	normal
2034	>LP	0	high_frequency
2035	<RBJ>	0	normal
2036	>RZ	0	high_frequency
2037	LXWD	0	high_frequency
2038	CLHB	0	high_frequency
2039	>NVJWKJ	0	normal
2040	>PSWS	0	normal
2041	>WRWS	0	normal
2042	>TNWS	0	normal
2043	GLVJ>	0	normal
2044	DRMSWQ	0	normal
2045	MQDWNJ>	0	normal
2046	QPDWQJ>	0	normal
2047	QWRJN>	0	normal
2048	QWRJNTWS	0	normal
2049	TSLWNJQ>	0	normal
