lexemesId	meaning	before	after	comment	ignore	verb_type	number	gender
1820	despise				1	n/a	n/a	n/a
1821	sufficiency				0	n/a	n/a	n/a
1822	bowels				0	n/a	n/a	n/a
1823	convulsed	be			0	n/a	n/a	n/a
	bruised				0	n/a	n/a	n/a
1824	perverse				0	n/a	n/a	n/a
1825	cave				0	n/a	n/a	n/a
1825	den				0	n/a	n/a	n/a
1826	able	be			0	n/a	n/a	n/a
1827	mediator				0	n/a	n/a	n/a
1828	middle				0	n/a	n/a	n/a
1828	midst				0	n/a	n/a	n/a
1829	Egyptian				0	n/a	n/a	n/a
1830	Egypt				0	n/a	n/a	n/a
1831	Macedonia				0	n/a	n/a	n/a
1832	Macedonian				0	n/a	n/a	n/a
1833	marketplace				0	n/a	n/a	n/a
1834	myrrh				0	n/a	n/a	n/a
	irritator				0	n/a	n/a	n/a
1835	contentious				0	n/a	n/a	n/a
1835	provoking				0	n/a	n/a	n/a
1836	bitter	be			0	n/a	n/a	n/a
1836	bitter	make			0	n/a	n/a	n/a
1836	grieve				0	n/a	n/a	n/a
1837	bitter				0	n/a	n/a	n/a
1838	bitterly				0	n/a	n/a	n/a
1839	bitterness				0	n/a	n/a	n/a
1839	acrimony				0	n/a	n/a	n/a
1840	bitterness				0	n/a	n/a	n/a
1841	gall				0	n/a	n/a	n/a
1842	bitterness				0	n/a	n/a	n/a
1843	lord				0	n/a	n/a	n/a
1843	master				0	n/a	n/a	n/a
1844	dominion				0	n/a	n/a	n/a
1845	imitator				0	n/a	n/a	n/a
1846	imitate			w/ &B'&	0	n/a	n/a	n/a
1847	pearl				0	n/a	n/a	n/a
1848	rebel				0	n/a	n/a	n/a
1849	rebellious				0	n/a	n/a	n/a
1849	unruly				0	n/a	n/a	n/a
1850	rebellion				0	n/a	n/a	n/a
1850	apostasy				0	n/a	n/a	n/a
1851	fortified				0	n/a	n/a	n/a
1851	rebelling				1	n/a	n/a	n/a
1851	defiant				1	n/a	n/a	n/a
1851	resisting				1	n/a	n/a	n/a
1852	dare				0	n/a	n/a	n/a
1853	bold				0	n/a	n/a	n/a
1853	presumptuous				0	n/a	n/a	n/a
1854	boldly				0	n/a	n/a	n/a
1855	pluck				0	n/a	n/a	n/a
1856	cloak				0	n/a	n/a	n/a
1857	Mary		(Jesus' mother)		0	n/a	n/a	n/a
1858	Mary		(Magdalene)		0	n/a	n/a	n/a
1859	Mary		(James and Joses' mother)		0	n/a	n/a	n/a
1860	Mary		(Cleophas' wife)		0	n/a	n/a	n/a
1861	Mary		(Lazarus' sister)		0	n/a	n/a	n/a
1862	Mary		(John Mark's mother)		0	n/a	n/a	n/a
1863	Mary		(Roman believer)		0	n/a	n/a	n/a
1864	wine	new			0	n/a	n/a	n/a
1865	weak	be			0	n/a	n/a	n/a
1865	sick	be			0	n/a	n/a	n/a
1866	weak				0	n/a	n/a	n/a
1866	sick				0	n/a	n/a	n/a
1867	Mark				0	n/a	n/a	n/a
1868	Martha				0	n/a	n/a	n/a
1869	anoint				0	n/a	n/a	n/a
1870	ointment				0	n/a	n/a	n/a
1870	oil				0	n/a	n/a	n/a
1870	unguent				0	n/a	n/a	n/a
1871	Messiah				0	n/a	n/a	n/a
1871	Annointed One				0	n/a	n/a	n/a
1871	Christ				0	n/a	n/a	n/a
1872	anointing				0	n/a	n/a	n/a
1872	unction				0	n/a	n/a	n/a
1873	measure				0	n/a	n/a	n/a
1873	proportion				0	n/a	n/a	n/a
1874	measure				0	n/a	n/a	n/a
1875	skin				0	n/a	n/a	n/a
1875	leather				0	n/a	n/a	n/a
1875	hide				0	n/a	n/a	n/a
1876	always				0	n/a	n/a	n/a
1876	ever				0	n/a	n/a	n/a
1877	always				0	n/a	n/a	n/a
1877	ever				0	n/a	n/a	n/a
1878	Methuselah				0	n/a	n/a	n/a
1879	extend				0	n/a	n/a	n/a
1879	stretch out				0	n/a	n/a	n/a
1880	Matthew				0	n/a	n/a	n/a
1881	Matthias				0	n/a	n/a	n/a
1882	Matthat				0	n/a	n/a	n/a
1883	parables	use			0	n/a	n/a	n/a
1884	parable				0	n/a	n/a	n/a
1884	proverb				0	n/a	n/a	n/a
1885	Matthan				0	n/a	n/a	n/a
1886	measure	liquid			0	n/a	n/a	n/a
1887	Mattathias				0	n/a	n/a	n/a
1888	Nain				0	n/a	n/a	n/a
1889	Neapolis				0	n/a	n/a	n/a
1890	Nicolaitan				0	n/a	n/a	n/a
1891	Nereus				0	n/a	n/a	n/a
1892	prophesy				0	n/a	n/a	n/a
1893	prophet				0	n/a	n/a	n/a
1894	prophecy				0	n/a	n/a	n/a
1893	prophetess				0	n/a	n/a	m
1896	fountain				0	n/a	n/a	n/a
1897	spring up				0	n/a	n/a	n/a
1897	speak forth				0	n/a	n/a	n/a
1898	scourger				0	n/a	n/a	n/a
1898	torturer				0	n/a	n/a	n/a
1899	lead				0	n/a	n/a	n/a
1899	drag				0	n/a	n/a	n/a
1899	beat				0	n/a	n/a	n/a
1899	scourge				0	n/a	n/a	n/a
1899	beaten	be			0	n/a	n/a	n/a
	constrained	be			0	n/a	n/a	n/a
1899	draw				0	n/a	n/a	n/a
1900	stripe				0	n/a	n/a	n/a
1900	weal				0	n/a	n/a	n/a
1900	wound		(caused by scourging)		0	n/a	n/a	n/a
1901	guide				0	n/a	n/a	n/a
1901	leader				0	n/a	n/a	n/a
1901	conductor				0	n/a	n/a	n/a
1902	dawn				0	n/a	n/a	n/a
1902	spend the night				0	n/a	n/a	n/a
1903	Nagge				0	n/a	n/a	n/a
1904	long suffering				0	n/a	n/a	n/a
1905	long suffering			constr. w/ &RuOKoA&	0	n/a	n/a	n/a
1906	long suffering			constr. w/ &RuOKoA&	0	n/a	n/a	n/a
1907	prolonged	be			0	n/a	n/a	n/a
1907	long	make			0	n/a	n/a	n/a
1907	patient	be		w/ &RuOKoA&	0	n/a	n/a	n/a
1908	long ago				0	n/a	n/a	n/a
1908	protraction				0	n/a	n/a	n/a
1908	delay				0	n/a	n/a	n/a
1909	carpenter				0	n/a	n/a	n/a
1910	loathe				0	n/a	n/a	n/a
1910	abominate				0	n/a	n/a	n/a
1911	abominable				0	n/a	n/a	n/a
1911	foul				0	n/a	n/a	n/a
1912	vow				0	n/a	n/a	n/a
1913	vow				0	n/a	n/a	n/a
1914	roar				0	n/a	n/a	n/a
1915	light				0	n/a	n/a	n/a
1915	bright				0	n/a	n/a	n/a
1915	luminaries			(pl.)	0	n/a	n/a	n/a
1916	clearly				0	n/a	n/a	n/a
1917	shine				0	n/a	n/a	n/a
1917	light	bring to			0	n/a	n/a	n/a
1917	explain				0	n/a	n/a	n/a
1917	light				0	n/a	n/a	n/a
1918	light				0	n/a	n/a	n/a
1919	river				0	n/a	n/a	n/a
1920	shipwrecked	be			0	n/a	n/a	n/a
1921	shipwreck				0	n/a	n/a	n/a
1922	shake				0	n/a	n/a	n/a
1923	earthquake				0	n/a	n/a	n/a
1923	shaking				0	n/a	n/a	n/a
1924	Noah				0	n/a	n/a	n/a
1925	cease				0	n/a	n/a	n/a
1925	rest				0	n/a	n/a	n/a
1925	rest	give			0	n/a	n/a	n/a
1925	put off				0	n/a	n/a	n/a
1926	calm				0	n/a	n/a	n/a
1926	rest				0	n/a	n/a	n/a
1927	restful				0	n/a	n/a	n/a
1927	quiet				0	n/a	n/a	n/a
1927	rest				0	n/a	n/a	n/a
1927	relief				0	n/a	n/a	n/a
1928	quietness				0	n/a	n/a	n/a
1928	restfulness				0	n/a	n/a	n/a
1928	rest				0	n/a	n/a	n/a
1928	relief				0	n/a	n/a	n/a
1929	quietness				0	n/a	n/a	n/a
1929	meekness				0	n/a	n/a	n/a
1929	gentleness				0	n/a	n/a	n/a
1929	mildness				0	n/a	n/a	n/a
1930	rest				0	n/a	n/a	n/a
1930	repose				0	n/a	n/a	n/a
1930	leisure				0	n/a	n/a	n/a
1930	recreation				0	n/a	n/a	n/a
1931	sleep				0	n/a	n/a	n/a
1931	slumber				0	n/a	n/a	n/a
	pasture				0	n/a	n/a	n/a
1932	hold	take		w/ &AKD&	0	n/a	n/a	n/a
1933	Nymphas				0	n/a	n/a	n/a
1934	Nun				0	n/a	n/a	n/a
1935	fish				0	n/a	n/a	n/a
1936	shrine				0	n/a	n/a	n/a
1936	temple				0	n/a	n/a	n/a
1937	beckon				0	n/a	n/a	n/a
1937	wave		(the hand)		0	n/a	n/a	n/a
1938	candlestick				0	n/a	n/a	n/a
1939	fire				0	n/a	n/a	n/a
1940	Nahum				0	n/a	n/a	n/a
1941	Nahor				0	n/a	n/a	n/a
1942	valley	torrent-			0	n/a	n/a	n/a
1943	resuscitation				0	n/a	n/a	n/a
1943	resurrection				0	n/a	n/a	n/a
1944	raise up				0	n/a	n/a	n/a
1945	resurrection				0	n/a	n/a	n/a
1946	brass				0	n/a	n/a	n/a
1947	Nahshon				0	n/a	n/a	n/a
1948	descent				0	n/a	n/a	n/a
1949	descend				0	n/a	n/a	n/a
1950	garment				0	n/a	n/a	n/a
1951	watch				0	n/a	n/a	n/a
1952	gaoler				0	n/a	n/a	n/a
1952	keeper				0	n/a	n/a	n/a
1952	guard				0	n/a	n/a	n/a
1953	custody				0	n/a	n/a	n/a
1953	watching				0	n/a	n/a	n/a
1954	guard				0	n/a	n/a	n/a
1954	keep				0	n/a	n/a	n/a
1955	Niger				0	n/a	n/a	n/a
1956	Ninevite				0	n/a	n/a	n/a
1957	Nicodemus				0	n/a	n/a	n/a
1958	Nicolas				0	n/a	n/a	n/a
1959	Nicanor				0	n/a	n/a	n/a
1960	Nicopolis				0	n/a	n/a	n/a
1961	yoke				0	n/a	n/a	n/a
1962	sign				0	n/a	n/a	n/a
1962	mark				0	n/a	n/a	n/a
1962	banner				0	n/a	n/a	n/a
1963	harm				0	n/a	n/a	n/a
1963	opposed to	be			0	n/a	n/a	n/a
1964	deceitful				0	n/a	n/a	n/a
1964	wily				0	n/a	n/a	n/a
1965	deception				0	n/a	n/a	n/a
	subtilty				0	n/a	n/a	n/a
1965	craftiness				0	n/a	n/a	n/a
1965	deceit				0	n/a	n/a	n/a
1966	deceive				0	n/a	n/a	n/a
1967	deceit				0	n/a	n/a	n/a
1967	guilt				0	n/a	n/a	n/a
1967	trickery				0	n/a	n/a	n/a
1967	guile				0	n/a	n/a	n/a
1967	craft				0	n/a	n/a	n/a
1968	deceitful				0	n/a	n/a	n/a
1968	crafty				0	n/a	n/a	n/a
1969	kill				0	n/a	n/a	n/a
1969	sacrifice				0	n/a	n/a	n/a
1969	immolate				0	n/a	n/a	n/a
1970	possession	a			0	n/a	n/a	n/a
1971	slaughter				0	n/a	n/a	n/a
1971	sacrifice				0	n/a	n/a	n/a
1971	victim				0	n/a	n/a	n/a
1971	immolation				0	n/a	n/a	n/a
1972	modest				0	n/a	n/a	n/a
1972	prudent				0	n/a	n/a	n/a
1973	modesty				0	n/a	n/a	n/a
1974	modest	be			0	n/a	n/a	n/a
	ashamed	be			0	n/a	n/a	n/a
1974	modest	make			0	n/a	n/a	n/a
1975	modest				0	n/a	n/a	n/a
1975	sober				0	n/a	n/a	n/a
1976	modesty				0	n/a	n/a	n/a
1976	sobriety				0	n/a	n/a	n/a
1977	strange				0	n/a	n/a	n/a
1977	foreign				0	n/a	n/a	n/a
1977	alien				0	n/a	n/a	n/a
1978	repudiate				0	n/a	n/a	n/a
1979	bite				0	n/a	n/a	n/a
1980	law				0	n/a	n/a	n/a
1981	leopard				0	n/a	n/a	n/a
1982	mint		(herb)		0	n/a	n/a	n/a
1983	taking				0	n/a	n/a	n/a
1983	hypocrisy			constr. w/ &AaIe+*A&	0	n/a	n/a	n/a
	respect of persons			(w/ *AIA*)	0	n/a	n/a	n/a
1984	take				0	n/a	n/a	n/a
1984	receive				0	n/a	n/a	n/a
1984	hypocrite	be a		w/ &AaI'e+*A&	0	n/a	n/a	n/a
1985	tempter				0	n/a	n/a	n/a
1986	tempt				0	n/a	n/a	n/a
1986	prove				0	n/a	n/a	n/a
1987	temptation				0	n/a	n/a	n/a
1988	trial				0	n/a	n/a	n/a
1988	temptation				0	n/a	n/a	n/a
1989	experience				0	n/a	n/a	n/a
1989	experiment				0	n/a	n/a	n/a
1990	saw				0	n/a	n/a	n/a
1991	raven				0	n/a	n/a	n/a
1992	Naaman				0	n/a	n/a	n/a
1993	breathe				0	n/a	n/a	n/a
1994	lantern				0	n/a	n/a	n/a
1995	fall				0	n/a	n/a	n/a
1995	collapse				0	n/a	n/a	n/a
1996	fall				0	n/a	n/a	n/a
1997	cast lots				0	n/a	n/a	n/a
1998	shake off				0	n/a	n/a	n/a
1999	defense			constr. w/ &RuOKoA&	0	n/a	n/a	n/a
1999	answer				0	n/a	n/a	n/a
2000	exodus				0	n/a	n/a	n/a
2000	way out	a			0	n/a	n/a	n/a
2000	departure				0	n/a	n/a	n/a
2001	exodus				0	n/a	n/a	n/a
2001	departure				0	n/a	n/a	n/a
2002	go out				0	n/a	n/a	n/a
2002	defend			w/ &RuOKoA&	0	n/a	n/a	n/a
2002	exercised	be			0	n/a	n/a	n/a
2002	go out				1	n/a	n/a	n/a
2003	expense				0	n/a	n/a	n/a
2003	cost				0	n/a	n/a	n/a
2004	refreshment				0	n/a	n/a	n/a
2004	relief				0	n/a	n/a	n/a
2004	pause				0	n/a	n/a	n/a
2005	soul				0	n/a	n/a	n/a
2005	breath of life				0	n/a	n/a	n/a
2005	self				0	n/a	n/a	n/a
2006	natural				0	n/a	n/a	n/a
2007	filth				0	n/a	n/a	n/a
2007	offscourings				0	n/a	n/a	n/a
2007	rubbish				0	n/a	n/a	n/a
2008	Jephthah				0	n/a	n/a	n/a
2009	Naphtali				0	n/a	n/a	n/a
2010	strife				0	n/a	n/a	n/a
2010	contention				0	n/a	n/a	n/a
2010	law-suit				0	n/a	n/a	n/a
2011	contend				0	n/a	n/a	n/a
2011	strive				0	n/a	n/a	n/a
2012	contentious				0	n/a	n/a	n/a
2013	plant				0	n/a	n/a	n/a
2014	plant				0	n/a	n/a	n/a
2015	noble				0	n/a	n/a	n/a
2015	excellent				0	n/a	n/a	n/a
2015	illustrious				0	n/a	n/a	n/a
2015	bright				0	n/a	n/a	n/a
2015	clear				0	n/a	n/a	n/a
2015	splendid				0	n/a	n/a	n/a
2016	famous	be			1	n/a	n/a	n/a
	strive to excel				0	n/a	n/a	n/a
2016	excel	strive to			0	n/a	n/a	n/a
2017	pour				0	n/a	n/a	n/a
2018	Nazarene				0	n/a	n/a	n/a
2019	Nazareth				0	n/a	n/a	n/a
2020	sacrifice				1	n/a	n/a	n/a
2020	libation	make a			0	n/a	n/a	n/a
2021	sheep				0	n/a	n/a	n/a
2022	bore				0	n/a	n/a	n/a
2022	pierce				0	n/a	n/a	n/a
2023	female				0	n/a	n/a	n/a
2024	pure				0	n/a	n/a	n/a
2025	lair				0	n/a	n/a	n/a
2025	hole				0	n/a	n/a	n/a
2025	cavern				0	n/a	n/a	n/a
2026	following				0	n/a	n/a	n/a
2027	cleave to				0	n/a	n/a	n/a
2027	follow				0	n/a	n/a	n/a
2028	hew out				0	n/a	n/a	n/a
2029	knock				0	n/a	n/a	n/a
2030	axe				0	n/a	n/a	n/a
2031	spikenard				0	n/a	n/a	n/a
2032	Neri				0	n/a	n/a	n/a
2033	Narcissus				0	n/a	n/a	n/a
2034	breeze				0	n/a	n/a	n/a
2034	wind				0	n/a	n/a	n/a
2034	blast				0	n/a	n/a	n/a
2035	blow				0	n/a	n/a	n/a
2036	kiss				0	n/a	n/a	n/a
2037	kiss				0	n/a	n/a	n/a
2038	eagle				0	n/a	n/a	n/a
2039	Nathan				0	n/a	n/a	n/a
2040	Nathanael				0	n/a	n/a	n/a
2041	drag				0	n/a	n/a	n/a
2041	pull		away		0	n/a	n/a	n/a
2042	old	grow			0	n/a	n/a	n/a
2043	silver				0	n/a	n/a	n/a
2043	money				0	n/a	n/a	n/a
2044	sandal				0	n/a	n/a	n/a
2044	shoe				0	n/a	n/a	n/a
2045	sandals	put on			0	n/a	n/a	n/a
2046	Saron				0	n/a	n/a	n/a
2047	measure				0	n/a	n/a	n/a
2047	bushel				0	n/a	n/a	n/a
2048	old				0	n/a	n/a	n/a
2048	aged				0	n/a	n/a	n/a
	old age				0	n/a	n/a	n/a
2049	age	old			0	n/a	n/a	n/a
2050	bear				0	n/a	n/a	n/a
2050	suffer				0	n/a	n/a	n/a
2050	bear	cause to			0	n/a	n/a	n/a
2050	impose				0	n/a	n/a	n/a
2051	Augustan				0	n/a	n/a	n/a
2052	full	be			0	n/a	n/a	n/a
2052	satisfied	be			0	n/a	n/a	n/a
2052	satisfy				0	n/a	n/a	n/a
2053	full				0	n/a	n/a	n/a
2054	fullness				0	n/a	n/a	n/a
2054	plenty				0	n/a	n/a	n/a
	evangelization				0	n/a	n/a	n/a
2055	preaching				0	n/a	n/a	n/a
2056	think				0	n/a	n/a	n/a
2056	suppose				0	n/a	n/a	n/a
2056	hope				0	n/a	n/a	n/a
2057	hope				0	n/a	n/a	n/a
2058	evangelist				0	n/a	n/a	n/a
2059	patience				0	n/a	n/a	n/a
2059	endurance				0	n/a	n/a	n/a
2060	preach				0	n/a	n/a	n/a
2060	declare				0	n/a	n/a	n/a
2060	bear				0	n/a	n/a	n/a
2060	endure				0	n/a	n/a	n/a
2060	nourished	be			1	n/a	n/a	n/a
2060	fed	be			0	n/a	n/a	n/a
2061	tidings	good			0	n/a	n/a	n/a
2061	Gospel				0	n/a	n/a	n/a
2062	food				0	n/a	n/a	n/a
2062	sustenance				0	n/a	n/a	n/a
2063	increase				0	n/a	n/a	n/a
2063	multiply				0	n/a	n/a	n/a
2064	much				0	n/a	n/a	n/a
2064	many				0	n/a	n/a	n/a
2065	abundance				0	n/a	n/a	n/a
2066	multitude				0	n/a	n/a	n/a
2066	abundance				0	n/a	n/a	n/a
2067	worship				0	n/a	n/a	n/a
2068	worshipper				0	n/a	n/a	n/a
2069	cluster				0	n/a	n/a	n/a
2070	afflicted				0	n/a	n/a	n/a
2071	hurt				0	n/a	n/a	n/a
2071	maim				0	n/a	n/a	n/a
2072	stocks				0	n/a	n/a	n/a
2073	Sodom				0	n/a	n/a	n/a
2074	cloth	linen			0	n/a	n/a	n/a
2075	tear				0	n/a	n/a	n/a
2075	divide				0	n/a	n/a	n/a
	rupture				0	n/a	n/a	n/a
2076	rent				0	n/a	n/a	n/a
2076	tear				0	n/a	n/a	n/a
2076	division				0	n/a	n/a	n/a
	schism				1	n/a	n/a	n/a
2077	witness				0	n/a	n/a	n/a
2077	testify				0	n/a	n/a	n/a
2078	witness				0	n/a	n/a	n/a
2078	martyr				0	n/a	n/a	n/a
2079	testimony				0	n/a	n/a	n/a
2080	moon				0	n/a	n/a	n/a
2081	desirous			pass. part.	0	n/a	n/a	n/a
2082	abomination				0	n/a	n/a	n/a
2082	pollution				0	n/a	n/a	n/a
2083	defile				0	n/a	n/a	n/a
2084	abomination				0	n/a	n/a	n/a
2084	pollution				0	n/a	n/a	n/a
2085	enclose				0	n/a	n/a	n/a
2086	hedge				0	n/a	n/a	n/a
	wall				0	n/a	n/a	n/a
2086	fence				0	n/a	n/a	n/a
2086	barrier				0	n/a	n/a	n/a
2087	cloth				0	n/a	n/a	n/a
2088	eagerness				0	n/a	n/a	n/a
2088	readiness				0	n/a	n/a	n/a
2088	promptitude				0	n/a	n/a	n/a
2089	long for				0	n/a	n/a	n/a
2089	desire				0	n/a	n/a	n/a
2090	ended	be			0	n/a	n/a	n/a
2091	end				0	n/a	n/a	n/a
2091	summation				0	n/a	n/a	n/a
2091	no means	by		w/ &LoA&	0	n/a	n/a	n/a
2092	branch				0	n/a	n/a	n/a
2093	rudder				0	n/a	n/a	n/a
2094	Syntyche				0	n/a	n/a	n/a
2095	horse				0	n/a	n/a	n/a
2096	Sosipater				0	n/a	n/a	n/a
2097	Sosthenes				0	n/a	n/a	n/a
2098	consume				0	n/a	n/a	n/a
2098	disappear				0	n/a	n/a	n/a
2099	end				0	n/a	n/a	n/a
2099	limit				0	n/a	n/a	n/a
2100	Sopater				0	n/a	n/a	n/a
2101	Syria				0	n/a	n/a	n/a
2102	wash				0	n/a	n/a	n/a
2102	swim				0	n/a	n/a	n/a
2103	swimming				0	n/a	n/a	n/a
2104	washing				0	n/a	n/a	n/a
2105	washing				0	n/a	n/a	n/a
2106	destruction				0	n/a	n/a	n/a
2106	demolition				0	n/a	n/a	n/a
2106	overthrow				0	n/a	n/a	n/a
2107	overthrow				0	n/a	n/a	n/a
2107	cast down				0	n/a	n/a	n/a
2108	transgression				0	n/a	n/a	n/a
2108	apostasy				0	n/a	n/a	n/a
2108	falling away				0	n/a	n/a	n/a
2109	turn aside				0	n/a	n/a	n/a
2109	turn	cause to			0	n/a	n/a	n/a
2110	fetter				0	n/a	n/a	n/a
2110	shackle				0	n/a	n/a	n/a
2111	bind				0	n/a	n/a	n/a
2112	adversary				0	n/a	n/a	n/a
2112	Satan			as prop. n.	0	n/a	n/a	n/a
2113	side				0	n/a	n/a	n/a
2113	besides			abs. w/ &MeN&	0	n/a	n/a	n/a
2114	put				0	n/a	n/a	n/a
2114	place				0	n/a	n/a	n/a
	laying on of hands			(w/*A;DA*)	0	n/a	n/a	n/a
2115	hands	laying on of		constr. w/ &Ai;D,oA&	0	n/a	n/a	n/a
2116	treasure				0	n/a	n/a	n/a
2116	store				0	n/a	n/a	n/a
2117	adoption				0	n/a	n/a	n/a
2118	Simon		(the sorcerer)		0	n/a	n/a	n/a
2119	mud				0	n/a	n/a	n/a
2119	mire				0	n/a	n/a	n/a
2120	Sinai				0	n/a	n/a	n/a
2121	help				0	n/a	n/a	n/a
2121	aid				0	n/a	n/a	n/a
2122	army				0	n/a	n/a	n/a
2123	sword				0	n/a	n/a	n/a
2124	expect				0	n/a	n/a	n/a
2124	look for				0	n/a	n/a	n/a
2125	understanding				0	n/a	n/a	n/a
2125	intelligence				0	n/a	n/a	n/a
2125	discernment				0	n/a	n/a	n/a
2126	intelligent				0	n/a	n/a	n/a
2126	prudent				0	n/a	n/a	n/a
	inform				0	n/a	n/a	n/a
2127	understand	make			0	n/a	n/a	n/a
2127	understand				0	n/a	n/a	n/a
2128	evil doer				0	n/a	n/a	n/a
2128	offender				0	n/a	n/a	n/a
2129	offend				0	n/a	n/a	n/a
2129	wrong				0	n/a	n/a	n/a
2130	foolish				0	n/a	n/a	n/a
2131	foolishness				0	n/a	n/a	n/a
2131	transgression				1	n/a	n/a	n/a
2132	stop				0	n/a	n/a	n/a
2132	shut				0	n/a	n/a	n/a
2133	shield				0	n/a	n/a	n/a
2134	Iscariot				0	n/a	n/a	n/a
2135	despised				0	n/a	n/a	n/a
2135	rejected				0	n/a	n/a	n/a
2135	reprobate				0	n/a	n/a	n/a
2135	contemptible				0	n/a	n/a	n/a
2136	rejection				0	n/a	n/a	n/a
2136	reprobation				0	n/a	n/a	n/a
2137	despise				0	n/a	n/a	n/a
2137	reject				0	n/a	n/a	n/a
2138	Silvanus		(Silas)		0	n/a	n/a	n/a
2139	Silvanus				0	n/a	n/a	n/a
2140	Seleucia				0	n/a	n/a	n/a
2141	Salmon				0	n/a	n/a	n/a
2142	Salmone				0	n/a	n/a	n/a
2143	Salamis				0	n/a	n/a	n/a
2144	ascension				0	n/a	n/a	n/a
2145	go up				0	n/a	n/a	n/a
2145	ascend				0	n/a	n/a	n/a
2145	ascend	make			0	n/a	n/a	n/a
2146	drug				0	n/a	n/a	n/a
2146	poison				0	n/a	n/a	n/a
2146	remedy				0	n/a	n/a	n/a
2146	venom				0	n/a	n/a	n/a
2147	Samos				0	n/a	n/a	n/a
2148	Smyrna				0	n/a	n/a	n/a
2149	Samothracia				0	n/a	n/a	n/a
2150	blind	be			0	n/a	n/a	n/a
2150	blind				0	n/a	n/a	n/a
2151	blind				0	n/a	n/a	n/a
2152	flour	fine			0	n/a	n/a	n/a
	steadfast				0	n/a	n/a	n/a
2153	seated		(at meals)		0	n/a	n/a	n/a
2153	guest				0	n/a	n/a	n/a
2154	support				0	n/a	n/a	n/a
2154	recline		to eat		0	n/a	n/a	n/a
2154	recline	cause to			0	n/a	n/a	n/a
2155	pillar				1	n/a	n/a	n/a
2155	steadfastness				0	n/a	n/a	n/a
2156	seat		at a meal		0	n/a	n/a	n/a
2156	feast				0	n/a	n/a	n/a
2156	company		at a meal		0	n/a	n/a	n/a
2157	left				0	n/a	n/a	n/a
	hand	left			0	n/a	n/a	n/a
2158	red				0	n/a	n/a	n/a
2158	scarlet				0	n/a	n/a	n/a
2159	red	be			0	n/a	n/a	n/a
2160	strain				0	n/a	n/a	n/a
2160	purge				0	n/a	n/a	n/a
2161	refined				0	n/a	n/a	n/a
2162	hate				0	n/a	n/a	n/a
2163	hateful				0	n/a	n/a	n/a
2163	shameful				0	n/a	n/a	n/a
2164	enemy				0	n/a	n/a	n/a
2165	hated				0	n/a	n/a	n/a
2165	hateful				0	n/a	n/a	n/a
2166	helmet				0	n/a	n/a	n/a
2167	bush				0	n/a	n/a	n/a
2168	need				0	n/a	n/a	n/a
2168	necessity				0	n/a	n/a	n/a
2169	need				0	n/a	n/a	n/a
2169	necessity				0	n/a	n/a	n/a
2169	lack				0	n/a	n/a	n/a
2170	need				0	n/a	n/a	n/a
2171	moth				0	n/a	n/a	n/a
2172	intrude into				0	n/a	n/a	n/a
2173	deed				0	n/a	n/a	n/a
2173	visitation				0	n/a	n/a	n/a
2173	event				0	n/a	n/a	n/a
2173	happening				0	n/a	n/a	n/a
2173	matter				0	n/a	n/a	n/a
2173	affair				0	n/a	n/a	n/a
2174	overseer				0	n/a	n/a	n/a
2174	bishop				0	n/a	n/a	n/a
2175	visit				0	n/a	n/a	n/a
2175	do				0	n/a	n/a	n/a
2176	hair				0	n/a	n/a	n/a
2177	barley				0	n/a	n/a	n/a
2178	porch				0	n/a	n/a	n/a
2179	sapphire				0	n/a	n/a	n/a
2180	boat				0	n/a	n/a	n/a
2180	ship				0	n/a	n/a	n/a
	bark				0	n/a	n/a	n/a
2181	sailor				0	n/a	n/a	n/a
2182	sword				0	n/a	n/a	n/a
2183	empty				0	n/a	n/a	n/a
2183	wanting				0	n/a	n/a	n/a
2184	empty handed				0	n/a	n/a	n/a
2185	sufficient	be			0	n/a	n/a	n/a
2185	able	be			0	n/a	n/a	n/a
2186	shave				0	n/a	n/a	n/a
2187	book				0	n/a	n/a	n/a
2187	scroll				0	n/a	n/a	n/a
2187	roll				0	n/a	n/a	n/a
2188	scribe				0	n/a	n/a	n/a
2188	lawyer				0	n/a	n/a	n/a
2189	shore				0	n/a	n/a	n/a
2189	beach				0	n/a	n/a	n/a
2189	seaside				0	n/a	n/a	n/a
2190	lip				0	n/a	n/a	n/a
2190	edge				0	n/a	n/a	n/a
2191	sackcloth				0	n/a	n/a	n/a
2192	Sceva				0	n/a	n/a	n/a
2193	Secundus				0	n/a	n/a	n/a
2194	Sarah				0	n/a	n/a	n/a
2195	rotten	be			0	n/a	n/a	n/a
2195	stink				0	n/a	n/a	n/a
2196	weave				0	n/a	n/a	n/a
2197	net				0	n/a	n/a	n/a
2197	basket				0	n/a	n/a	n/a
2198	Sergius Paulus				0	n/a	n/a	n/a
2199	terror				0	n/a	n/a	n/a
2200	leave alone				0	n/a	n/a	n/a
2200	terrified	be			0	n/a	n/a	n/a
2201	survivor				0	n/a	n/a	n/a
2202	sardius				0	n/a	n/a	n/a
2203	Sardis				0	n/a	n/a	n/a
2204	Serug				0	n/a	n/a	n/a
2205	hurt				0	n/a	n/a	n/a
2206	trace				0	n/a	n/a	n/a
2206	draw				0	n/a	n/a	n/a
2207	line				0	n/a	n/a	n/a
2207	scratch				0	n/a	n/a	n/a
2207	tittle				0	n/a	n/a	n/a
2207	point		(of a letter)		0	n/a	n/a	n/a
2208	vain				0	n/a	n/a	n/a
