lexemesId	meaning	before	after	comment	ignore	verb_type	number	gender
900	fornication				0	n/a	n/a	n/a
900	adultery				0	n/a	n/a	n/a
900	harlotry				0	n/a	n/a	n/a
901	harlot				0	n/a	n/a	n/a
901	prostitute				0	n/a	n/a	n/a
902	angry	be			0	n/a	n/a	n/a
903	cry out				0	n/a	n/a	n/a
904	trumpeter				0	n/a	n/a	n/a
905	little				0	n/a	n/a	n/a
905	least				0	n/a	n/a	n/a
906	diminish				0	n/a	n/a	n/a
907	wineskin				0	n/a	n/a	n/a
907	bag	leather			0	n/a	n/a	n/a
908	cross				0	n/a	n/a	n/a
908	the Cross				0	n/a	n/a	n/a
909	crucify				0	n/a	n/a	n/a
909	lift up				0	n/a	n/a	n/a
909	elevate				0	n/a	n/a	n/a
910	weave				0	n/a	n/a	n/a
911	Zara				0	n/a	n/a	n/a
912	sower				0	n/a	n/a	n/a
913	sow				0	n/a	n/a	n/a
914	seed				0	n/a	n/a	n/a
915	grain				0	n/a	n/a	n/a
915	seed				0	n/a	n/a	n/a
916	violent		motion		0	n/a	n/a	n/a
916	rush				0	n/a	n/a	n/a
917	free				0	n/a	n/a	n/a
917	noble				0	n/a	n/a	n/a
917	freedman				0	n/a	n/a	n/a
918	freedom				0	n/a	n/a	n/a
918	liberty				0	n/a	n/a	n/a
919	free	set			0	n/a	n/a	n/a
920	freedom				0	n/a	n/a	n/a
920	liberty				0	n/a	n/a	n/a
920	manumission				0	n/a	n/a	n/a
920	emancipation				0	n/a	n/a	n/a
921	kindled	be			0	n/a	n/a	n/a
	dear	be			0	n/a	n/a	n/a
921	love				0	n/a	n/a	n/a
922	twig				0	n/a	n/a	n/a
922	stick				0	n/a	n/a	n/a
923	beloved				0	n/a	n/a	n/a
924	stubble				0	n/a	n/a	n/a
924	straw				0	n/a	n/a	n/a
924	stalk				0	n/a	n/a	n/a
	haulm				0	n/a	n/a	n/a
925	love				0	n/a	n/a	n/a
925	lovingkindness				0	n/a	n/a	n/a
926	knock down				0	n/a	n/a	n/a
926	convulse				0	n/a	n/a	n/a
927	obscure				0	n/a	n/a	n/a
928	pit				0	n/a	n/a	n/a
	destroyed	be			0	n/a	n/a	n/a
929	corrupt				0	n/a	n/a	n/a
929	destroy				0	n/a	n/a	n/a
929	alter				0	n/a	n/a	n/a
930	corruption				0	n/a	n/a	n/a
930	decay				0	n/a	n/a	n/a
931	destroyer				0	n/a	n/a	n/a
931	corrupter				0	n/a	n/a	n/a
932	corruptibility				0	n/a	n/a	n/a
933	travail				0	n/a	n/a	n/a
933	labour	be in			0	n/a	n/a	n/a
934	sorrow				0	n/a	n/a	n/a
	pain				0	n/a	n/a	n/a
935	rope				0	n/a	n/a	n/a
935	cable				0	n/a	n/a	n/a
	cord				0	n/a	n/a	n/a
936	cease				0	n/a	n/a	n/a
937	lazy				0	n/a	n/a	n/a
938	lazy				0	n/a	n/a	n/a
938	idle				0	n/a	n/a	n/a
938	slothful				0	n/a	n/a	n/a
939	laziness				0	n/a	n/a	n/a
939	idleness				0	n/a	n/a	n/a
940	crowd together				0	n/a	n/a	n/a
940	throng				0	n/a	n/a	n/a
941	pressure		(of a crowd)		0	n/a	n/a	n/a
942	friend				0	n/a	n/a	n/a
942	companion				0	n/a	n/a	n/a
942	associate				0	n/a	n/a	n/a
942	comrade				0	n/a	n/a	n/a
942	neighbour				0	n/a	n/a	n/a
943	friend				0	n/a	n/a	n/a
943	companion				0	n/a	n/a	n/a
944	imprisonment				0	n/a	n/a	n/a
	distress				0	n/a	n/a	n/a
	inclusion				0	n/a	n/a	n/a
944	confinement				0	n/a	n/a	n/a
	stairs			(pl.)	0	n/a	n/a	n/a
944	constraint				0	n/a	n/a	n/a
	difficulty				0	n/a	n/a	n/a
945	confine				0	n/a	n/a	n/a
945	include				0	n/a	n/a	n/a
946	lame				0	n/a	n/a	n/a
946	halt				0	n/a	n/a	n/a
947	lame				0	n/a	n/a	n/a
948	limp				0	n/a	n/a	n/a
949	lame				0	n/a	n/a	n/a
950	one				0	n/a	n/a	n/a
950	one	certain		(as adj)	0	n/a	n/a	n/a
950	each one			&KaD, KaD,&	0	n/a	n/a	n/a
951	Sunday				0	n/a	n/a	n/a
952	one another				0	n/a	n/a	n/a
953	eleven				0	n/a	n/a	n/a
954	immediately				0	n/a	n/a	n/a
955	joy				0	n/a	n/a	n/a
955	gladness				0	n/a	n/a	n/a
956	glad	be			0	n/a	n/a	n/a
956	rejoice				0	n/a	n/a	n/a
956	gladden				0	n/a	n/a	n/a
957	joyous				0	n/a	n/a	n/a
958	gladly				0	n/a	n/a	n/a
958	readily				0	n/a	n/a	n/a
959	breast				0	n/a	n/a	n/a
959	bosom				0	n/a	n/a	n/a
960	mendicant				0	n/a	n/a	n/a
960	vagrant				0	n/a	n/a	n/a
961	surround				0	n/a	n/a	n/a
961	wander				0	n/a	n/a	n/a
961	beg				0	n/a	n/a	n/a
961	hedge				0	n/a	n/a	n/a
962	surroundings				0	n/a	n/a	n/a
962	circle				0	n/a	n/a	n/a
962	vagrancy				0	n/a	n/a	n/a
963	round about				0	n/a	n/a	n/a
	new	be			0	n/a	n/a	n/a
964	renew				0	n/a	n/a	n/a
964	restore				0	n/a	n/a	n/a
965	new				0	n/a	n/a	n/a
966	anew				0	n/a	n/a	n/a
967	newness				0	n/a	n/a	n/a
968	renewal				0	n/a	n/a	n/a
969	Eve				0	n/a	n/a	n/a
970	show				0	n/a	n/a	n/a
971	example				0	n/a	n/a	n/a
971	appearance				0	n/a	n/a	n/a
	shewing				0	n/a	n/a	n/a
971	demonstration				0	n/a	n/a	n/a
972	condemned	be			0	n/a	n/a	n/a
972	owe				0	n/a	n/a	n/a
972	condemn				0	n/a	n/a	n/a
973	debt				0	n/a	n/a	n/a
973	liability				0	n/a	n/a	n/a
973	wrong				0	n/a	n/a	n/a
974	debt				0	n/a	n/a	n/a
975	condemnation				0	n/a	n/a	n/a
975	judgement				0	n/a	n/a	n/a
976	debtor				0	n/a	n/a	n/a
977	condemnation				0	n/a	n/a	n/a
977	judgement				0	n/a	n/a	n/a
978	compensation				0	n/a	n/a	n/a
978	reward				0	n/a	n/a	n/a
	remuneration				0	n/a	n/a	n/a
	interest				0	n/a	n/a	n/a
979	sew				0	n/a	n/a	n/a
979	stitch				0	n/a	n/a	n/a
980	thread				0	n/a	n/a	n/a
981	rod				0	n/a	n/a	n/a
981	staff				0	n/a	n/a	n/a
982	serpent				0	n/a	n/a	n/a
983	profane				0	n/a	n/a	n/a
984	wash				0	n/a	n/a	n/a
984	profane				0	n/a	n/a	n/a
985	spare				0	n/a	n/a	n/a
985	pity				0	n/a	n/a	n/a
986	moderation				0	n/a	n/a	n/a
987	tighten				0	n/a	n/a	n/a
987	strengthen				0	n/a	n/a	n/a
988	bond				0	n/a	n/a	n/a
988	shroud				0	n/a	n/a	n/a
989	strongly				0	n/a	n/a	n/a
990	look				0	n/a	n/a	n/a
990	behold				0	n/a	n/a	n/a
991	example				0	n/a	n/a	n/a
991	form				0	n/a	n/a	n/a
991	outline				0	n/a	n/a	n/a
991	pattern				0	n/a	n/a	n/a
992	white	be			0	n/a	n/a	n/a
992	white	make			0	n/a	n/a	n/a
993	white				0	n/a	n/a	n/a
994	hole				0	n/a	n/a	n/a
995	hole				0	n/a	n/a	n/a
995	opening				0	n/a	n/a	n/a
995	eye		(of a needle)		0	n/a	n/a	n/a
996	see				0	n/a	n/a	n/a
996	behold				0	n/a	n/a	n/a
3531	vision				0	n/a	n/a	n/a
997	appearance				0	n/a	n/a	n/a
997	aspect				0	n/a	n/a	n/a
	spectre				0	n/a	n/a	n/a
998	observer				0	n/a	n/a	n/a
998	spectator				0	n/a	n/a	n/a
998	eye-witness				0	n/a	n/a	n/a
999	sight				0	n/a	n/a	n/a
1000	sight				0	n/a	n/a	n/a
1001	sight				0	n/a	n/a	n/a
1001	eyeservice			w/ &Ea;NoA&	0	n/a	n/a	n/a
1002	mirror				0	n/a	n/a	n/a
1003	swine				0	n/a	n/a	n/a
1004	sow				0	n/a	n/a	n/a
1005	gird				0	n/a	n/a	n/a
1005	journey				0	n/a	n/a	n/a
1006	bond				0	n/a	n/a	n/a
1006	belt				0	n/a	n/a	n/a
1006	band				0	n/a	n/a	n/a
	Ezekias		(Hezekiah)		0	n/a	n/a	n/a
1007	Hezekiah				0	n/a	n/a	n/a
1008	dig				0	n/a	n/a	n/a
1009	needle				0	n/a	n/a	n/a
1010	sin				0	n/a	n/a	n/a
1010	err				0	n/a	n/a	n/a
1011	sin				0	n/a	n/a	n/a
1012	sinner				0	n/a	n/a	n/a
1013	sin				0	n/a	n/a	n/a
1014	ravenous				0	n/a	n/a	n/a
1014	extortioner				0	n/a	n/a	n/a
1015	extortion				0	n/a	n/a	n/a
1015	robbery				0	n/a	n/a	n/a
	rapacity				0	n/a	n/a	n/a
1016	seize				0	n/a	n/a	n/a
1016	snatch				0	n/a	n/a	n/a
1017	wheat				0	n/a	n/a	n/a
1018	live				0	n/a	n/a	n/a
1018	live	make			0	n/a	n/a	n/a
1019	alive				0	n/a	n/a	n/a
1019	living				0	n/a	n/a	n/a
1020	life				0	n/a	n/a	n/a
1020	salvation				0	n/a	n/a	n/a
1021	creature	living			0	n/a	n/a	n/a
1021	animal				0	n/a	n/a	n/a
1022	resurrection			constr. w/ &Mi;*T,eA&	0	n/a	n/a	n/a
1022	revivification				0	n/a	n/a	n/a
1023	life-giving				0	n/a	n/a	n/a
1023	Saviour				0	n/a	n/a	n/a
1023	preserver				0	n/a	n/a	n/a
1024	strengthen				0	n/a	n/a	n/a
1024	confirm				0	n/a	n/a	n/a
	comfort				0	n/a	n/a	n/a
1025	power				0	n/a	n/a	n/a
1025	mighty work				0	n/a	n/a	n/a
	able	be		(w/ *M/A*)	0	n/a	n/a	n/a
1025	strength				0	n/a	n/a	n/a
1025	virtue				0	n/a	n/a	n/a
1025	force				0	n/a	n/a	n/a
1026	strong				0	n/a	n/a	n/a
1026	mighty				0	n/a	n/a	n/a
1026	robust				0	n/a	n/a	n/a
1026	potentate				0	n/a	n/a	n/a
1027	wise				0	n/a	n/a	n/a
1027	prudent				0	n/a	n/a	n/a
1027	cunning		(words)		0	n/a	n/a	n/a
1028	wisely				0	n/a	n/a	n/a
1028	prudently				0	n/a	n/a	n/a
1029	know				0	n/a	n/a	n/a
1029	wisdom	give			0	n/a	n/a	n/a
1030	wisdom				0	n/a	n/a	n/a
1031	cut asunder				0	n/a	n/a	n/a
1031	sap				0	n/a	n/a	n/a
1032	vinegar				0	n/a	n/a	n/a
1033	dust				0	n/a	n/a	n/a
1034	sheath				0	n/a	n/a	n/a
1034	scabbard				0	n/a	n/a	n/a
1035	sand				0	n/a	n/a	n/a
1036	milk				0	n/a	n/a	n/a
1037	penetrate				0	n/a	n/a	n/a
1038	gangrene				0	n/a	n/a	n/a
1039	banquet				0	n/a	n/a	n/a
1039	wedding				0	n/a	n/a	n/a
1040	commingling				0	n/a	n/a	n/a
1040	fellowship				0	n/a	n/a	n/a
1041	mingle				0	n/a	n/a	n/a
1041	company with				0	n/a	n/a	n/a
1042	mixture				0	n/a	n/a	n/a
1042	admixture				0	n/a	n/a	n/a
1043	sweet	be			0	n/a	n/a	n/a
1044	sweet				0	n/a	n/a	n/a
1044	agreeable				0	n/a	n/a	n/a
1045	whole				0	n/a	n/a	n/a
1045	healthy				0	n/a	n/a	n/a
1045	sound				0	n/a	n/a	n/a
1045	strong				0	n/a	n/a	n/a
1046	health				0	n/a	n/a	n/a
1046	strength				0	n/a	n/a	n/a
1047	cured	be			0	n/a	n/a	n/a
1047	cure				0	n/a	n/a	n/a
1048	strong				0	n/a	n/a	n/a
1049	steal				0	n/a	n/a	n/a
1049	spoil				0	n/a	n/a	n/a
1050	dream				0	n/a	n/a	n/a
1051	dream				0	n/a	n/a	n/a
1052	change				0	n/a	n/a	n/a
1052	transmute				0	n/a	n/a	n/a
1053	for				0	n/a	n/a	n/a
1053	instead				0	n/a	n/a	n/a
1054	different				0	n/a	n/a	n/a
1054	diverse				0	n/a	n/a	n/a
1055	change				0	n/a	n/a	n/a
1055	variation				0	n/a	n/a	n/a
1056	exchange				0	n/a	n/a	n/a
1057	Alphaeus				0	n/a	n/a	n/a
1058	weak				0	n/a	n/a	n/a
	inane				0	n/a	n/a	n/a
1059	heat				0	n/a	n/a	n/a
1060	hot	be			0	n/a	n/a	n/a
1060	burn				0	n/a	n/a	n/a
1061	hot				0	n/a	n/a	n/a
1062	sweep				0	n/a	n/a	n/a
1063	father-in-law				0	n/a	n/a	n/a
1063	mother-in-law				0	n/a	n/a	m
1065	wither				0	n/a	n/a	n/a
1065	fade				0	n/a	n/a	n/a
1065	languish				0	n/a	n/a	n/a
1065	droop				0	n/a	n/a	n/a
1066	Hamor				0	n/a	n/a	n/a
1067	gather in				0	n/a	n/a	n/a
1068	sustain				0	n/a	n/a	n/a
1068	forbear				0	n/a	n/a	n/a
1068	hold				0	n/a	n/a	n/a
1068	persever				0	n/a	n/a	n/a
1068	persist				0	n/a	n/a	n/a
1069	temperance				0	n/a	n/a	n/a
1069	self-control				0	n/a	n/a	n/a
1070	leaven				0	n/a	n/a	n/a
1070	make leaven				0	n/a	n/a	n/a
1071	shame				0	n/a	n/a	n/a
1072	shamefastness				0	n/a	n/a	n/a
1072	modesty				0	n/a	n/a	n/a
1072	reverence				0	n/a	n/a	n/a
1073	ass				0	n/a	n/a	n/a
1074	leaven				0	n/a	n/a	n/a
1075	wine				0	n/a	n/a	n/a
1076	five				0	n/a	n/a	n/a
1077	fifty				0	n/a	n/a	n/a
1078	five hundred				0	n/a	n/a	n/a
1079	fifteen				0	n/a	n/a	n/a
1080	angry	grow			0	n/a	n/a	n/a
1081	anger				0	n/a	n/a	n/a
1081	wrath				0	n/a	n/a	n/a
1081	fury				0	n/a	n/a	n/a
	virus				0	n/a	n/a	n/a
	venom				0	n/a	n/a	n/a
1082	wrathful				0	n/a	n/a	n/a
1082	irascible				0	n/a	n/a	n/a
	passionate				0	n/a	n/a	n/a
1082	furious				0	n/a	n/a	n/a
1083	compassion	have			0	n/a	n/a	n/a
1083	mercy	obtain			0	n/a	n/a	n/a
1083	implore				0	n/a	n/a	n/a
1084	compassion				0	n/a	n/a	n/a
	grace				0	n/a	n/a	n/a
1084	mercy				0	n/a	n/a	n/a
1085	intercession				0	n/a	n/a	n/a
1086	Anna				0	n/a	n/a	n/a
1087	bend				0	n/a	n/a	n/a
1088	tavern				0	n/a	n/a	n/a
1088	Taverns	The Three		w/ &T'LoT,&	0	n/a	n/a	n/a
1088	store				0	n/a	n/a	n/a
1089	Enoch				0	n/a	n/a	n/a
1090	spices	mixture of aromatic			0	n/a	n/a	n/a
1091	embalm				0	n/a	n/a	n/a
1092	Annas				0	n/a	n/a	n/a
1093	Ananias		(Sapphira's husband)		0	n/a	n/a	n/a
1094	Ananias		(desciple)		0	n/a	n/a	n/a
1095	Ananias		(high priest)		0	n/a	n/a	n/a
1096	godless				0	n/a	n/a	n/a
1096	Gentile				0	n/a	n/a	n/a
1096	heathen				0	n/a	n/a	n/a
1096	foreigner				0	n/a	n/a	n/a
1096	profane				0	n/a	n/a	n/a
1097	choke				0	n/a	n/a	n/a
1097	strangle				0	n/a	n/a	n/a
1097	drown				0	n/a	n/a	n/a
1098	noose				0	n/a	n/a	n/a
	snare				0	n/a	n/a	n/a
1098	halter				0	n/a	n/a	n/a
1099	God forbid				0	n/a	n/a	n/a
1099	let it not be				0	n/a	n/a	n/a
1100	revile				0	n/a	n/a	n/a
1100	reproach				0	n/a	n/a	n/a
1100	upbraid				0	n/a	n/a	n/a
1101	reproach				0	n/a	n/a	n/a
1101	disgrace				0	n/a	n/a	n/a
1101	opprobrium				0	n/a	n/a	n/a
	contumely				0	n/a	n/a	n/a
1102	reviler				0	n/a	n/a	n/a
1103	propitiation				0	n/a	n/a	n/a
1104	absolve				0	n/a	n/a	n/a
1104	free				0	n/a	n/a	n/a
1104	exempt				0	n/a	n/a	n/a
1105	holy				0	n/a	n/a	n/a
1105	pure				0	n/a	n/a	n/a
1105	innocent				0	n/a	n/a	n/a
1106	holiness				0	n/a	n/a	n/a
1106	purity				0	n/a	n/a	n/a
	withhold				0	n/a	n/a	n/a
1107	spared	be			0	n/a	n/a	n/a
1108	Esli				0	n/a	n/a	n/a
1109	envy				0	n/a	n/a	n/a
1109	jealous	be			0	n/a	n/a	n/a
1110	envy				0	n/a	n/a	n/a
1110	emulation				0	n/a	n/a	n/a
1110	jealousy				0	n/a	n/a	n/a
1111	strong				0	n/a	n/a	n/a
1111	mighty				0	n/a	n/a	n/a
	hard				0	n/a	n/a	n/a
	violent		(death)		0	n/a	n/a	n/a
1112	strong	be			0	n/a	n/a	n/a
1112	prevail				0	n/a	n/a	n/a
1112	strengthen				1	n/a	n/a	n/a
1113	stronghold				0	n/a	n/a	n/a
1114	scarcely				0	n/a	n/a	n/a
1114	hardly				0	n/a	n/a	n/a
1115	loss				0	n/a	n/a	n/a
1115	detriment				0	n/a	n/a	n/a
1116	lacking				0	n/a	n/a	n/a
1116	deficient				0	n/a	n/a	n/a
1117	want				0	n/a	n/a	n/a
1117	need				0	n/a	n/a	n/a
1117	defect				0	n/a	n/a	n/a
1118	lack				0	n/a	n/a	n/a
1118	lose				0	n/a	n/a	n/a
1119	cover				0	n/a	n/a	n/a
1119	hide				0	n/a	n/a	n/a
1120	veil				0	n/a	n/a	n/a
1120	covering				0	n/a	n/a	n/a
	diligent	be			0	n/a	n/a	n/a
1121	exhort				0	n/a	n/a	n/a
1122	diligent				0	n/a	n/a	n/a
1122	careful				0	n/a	n/a	n/a
1122	strenuous				0	n/a	n/a	n/a
1122	busy				0	n/a	n/a	n/a
1122	earnest				0	n/a	n/a	n/a
1123	diligently				0	n/a	n/a	n/a
1123	eagerly				0	n/a	n/a	n/a
1124	diligence				0	n/a	n/a	n/a
1124	zest				0	n/a	n/a	n/a
1124	earnestness				0	n/a	n/a	n/a
1124	perseverance				0	n/a	n/a	n/a
1125	dig				0	n/a	n/a	n/a
1126	back		(of the body)		0	n/a	n/a	n/a
1126	loins				0	n/a	n/a	n/a
1127	pluck out				0	n/a	n/a	n/a
1128	reap				0	n/a	n/a	n/a
1129	harvest				0	n/a	n/a	n/a
1130	reaper				0	n/a	n/a	n/a
1131	importunity				0	n/a	n/a	n/a
1131	pertinacity				0	n/a	n/a	n/a
1132	bold	be			0	n/a	n/a	n/a
1132	obnoxious	be			0	n/a	n/a	n/a
1133	vessel	earthen			0	n/a	n/a	n/a
1133	earthenware				0	n/a	n/a	n/a
1133	pottery				0	n/a	n/a	n/a
1134	Hezron				0	n/a	n/a	n/a
1135	field				0	n/a	n/a	n/a
1136	hold on to				0	n/a	n/a	n/a
1136	affirm				0	n/a	n/a	n/a
1136	strive				0	n/a	n/a	n/a
1137	contention				0	n/a	n/a	n/a
1137	strife				0	n/a	n/a	n/a
1137	dispute				0	n/a	n/a	n/a
1137	altercation				0	n/a	n/a	n/a
1137	contradiction				0	n/a	n/a	n/a
1138	wilderness				0	n/a	n/a	n/a
1138	plain				0	n/a	n/a	n/a
1138	desolation				0	n/a	n/a	n/a
1139	desolate	be			0	n/a	n/a	n/a
1139	devastate				0	n/a	n/a	n/a
1140	lay waste				0	n/a	n/a	n/a
1141	desolate				0	n/a	n/a	n/a
1142	sword				0	n/a	n/a	n/a
1142	slaughter				0	n/a	n/a	n/a
1142	ploughshare				0	n/a	n/a	n/a
1143	mustard		(the plant and its seed)		0	n/a	n/a	n/a
1144	husk				0	n/a	n/a	n/a
1144	carob				0	n/a	n/a	n/a
	forbidden	be			0	n/a	n/a	n/a
1145	vow				0	n/a	n/a	n/a
1145	curse				0	n/a	n/a	n/a
1145	anathematize				0	n/a	n/a	n/a
1146	curse				0	n/a	n/a	n/a
1146	anathema				0	n/a	n/a	n/a
1147	Charrhae				0	n/a	n/a	n/a
1147	Harran				0	n/a	n/a	n/a
1148	crafty				0	n/a	n/a	n/a
1148	astute				0	n/a	n/a	n/a
1149	craftiness				0	n/a	n/a	n/a
1149	astuteness				0	n/a	n/a	n/a
1149	cunning				0	n/a	n/a	n/a
1150	sharp				0	n/a	n/a	n/a
1150	incisive				0	n/a	n/a	n/a
1150	keen				0	n/a	n/a	n/a
1150	fervent				0	n/a	n/a	n/a
1151	suddenly				0	n/a	n/a	n/a
1151	sharply				0	n/a	n/a	n/a
1152	sharp	be			0	n/a	n/a	n/a
1153	gnashing				0	n/a	n/a	n/a
1154	gnash				0	n/a	n/a	n/a
1155	dumb	be			0	n/a	n/a	n/a
1155	silent	be			0	n/a	n/a	n/a
1156	dumb				0	n/a	n/a	n/a
1156	mute				0	n/a	n/a	n/a
1156	deaf				0	n/a	n/a	n/a
1157	sorcerer				0	n/a	n/a	n/a
1158	sorcery				0	n/a	n/a	n/a
1158	enchantment				0	n/a	n/a	n/a
1159	witchcraft				0	n/a	n/a	n/a
1159	magic				0	n/a	n/a	n/a
1160	tarry				0	n/a	n/a	n/a
1160	delay				0	n/a	n/a	n/a
1161	last				0	n/a	n/a	n/a
1161	extreme				0	n/a	n/a	n/a
1162	another				0	n/a	n/a	n/a
1163	contrariwise				0	n/a	n/a	n/a
1163	otherwise				0	n/a	n/a	n/a
1164	end				0	n/a	n/a	n/a
1165	delay				0	n/a	n/a	n/a
1166	delay				0	n/a	n/a	n/a
1166	tarrying				0	n/a	n/a	n/a
1167	feel				0	n/a	n/a	n/a
1167	suffer				0	n/a	n/a	n/a
1168	feeling				0	n/a	n/a	n/a
1168	suffering				0	n/a	n/a	n/a
1168	experience				0	n/a	n/a	n/a
1168	affection				0	n/a	n/a	n/a
1168	passion				0	n/a	n/a	n/a
1168	lust				0	n/a	n/a	n/a
1169	feeling	capable of			0	n/a	n/a	n/a
1170	reckoning				0	n/a	n/a	n/a
1170	thought				0	n/a	n/a	n/a
1170	idea				0	n/a	n/a	n/a
1171	reckoning				0	n/a	n/a	n/a
1171	calculation				0	n/a	n/a	n/a
1172	think				0	n/a	n/a	n/a
1172	reckon				0	n/a	n/a	n/a
1172	deliberate				0	n/a	n/a	n/a
1173	thought				0	n/a	n/a	n/a
1173	reasoning				0	n/a	n/a	n/a
1173	counsel				0	n/a	n/a	n/a
1174	use				0	n/a	n/a	n/a
1175	useful	be			0	n/a	n/a	n/a
1175	use				0	n/a	n/a	n/a
1176	advantage				0	n/a	n/a	n/a
1176	usefulness				0	n/a	n/a	n/a
1176	utility				0	n/a	n/a	n/a
	profit				0	n/a	n/a	n/a
	value				0	n/a	n/a	n/a
	worth				0	n/a	n/a	n/a
1177	use				0	n/a	n/a	n/a
1177	usage				0	n/a	n/a	n/a
1177	using				0	n/a	n/a	n/a
1177	need				0	n/a	n/a	n/a
1178	dark				0	n/a	n/a	n/a
1178	darkness		(dark place)		0	n/a	n/a	n/a
1179	dark	grow			0	n/a	n/a	n/a
1179	darken				0	n/a	n/a	n/a
1180	forge				0	n/a	n/a	n/a
1180	excite				0	n/a	n/a	n/a
1181	ornament				0	n/a	n/a	n/a
1181	jewel				0	n/a	n/a	n/a
1182	storm				0	n/a	n/a	n/a
1182	tempest				0	n/a	n/a	n/a
	eat supper				0	n/a	n/a	n/a
1183	supper	eat			0	n/a	n/a	n/a
1184	supper				0	n/a	n/a	n/a
1184	feasts				0	n/a	p	n/a
1185	itching				0	n/a	n/a	n/a
1185	excitation				0	n/a	n/a	n/a
1185	prurience				0	n/a	n/a	n/a
1186	excite				0	n/a	n/a	n/a
1187	seal				0	n/a	n/a	n/a
1187	stamp				0	n/a	n/a	n/a
1187	impress				0	n/a	n/a	n/a
1188	seal				0	n/a	n/a	n/a
1188	ratification	token of			0	n/a	n/a	n/a
1189	bridegroom				0	n/a	n/a	n/a
1190	proud				0	n/a	n/a	n/a
1191	boasting				0	n/a	n/a	n/a
1191	vaunting				0	n/a	n/a	n/a
1191	swelling				0	n/a	n/a	n/a
1192	puffed up	be			0	n/a	n/a	n/a
1192	proud	be			0	n/a	n/a	n/a
1192	proud	make			0	n/a	n/a	n/a
	vibrate				0	n/a	n/a	n/a
	quiver		(with pride)		0	n/a	n/a	n/a
1193	good	do			0	n/a	n/a	n/a
	hear				0	n/a	n/a	n/a
	know				0	n/a	n/a	n/a
1194	inform				0	n/a	n/a	n/a
1195	fame				0	n/a	n/a	n/a
1195	rumour				0	n/a	n/a	n/a
1195	report				0	n/a	n/a	n/a
1196	good				0	n/a	n/a	n/a
1196	much			&YoB,& as adv.	0	n/a	n/a	n/a
1197	goodness				0	n/a	n/a	n/a
1198	ready	make			0	n/a	n/a	n/a
	blessing				0	n/a	n/a	n/a
1199	blessedness				0	n/a	n/a	n/a
1199	beatitude				0	n/a	n/a	n/a
1199	happiness				0	n/a	n/a	n/a
1200	blessed				0	n/a	n/a	n/a
1200	happy				0	n/a	n/a	n/a
1201	blessed				0	n/a	n/a	n/a
1202	preparedness				0	n/a	n/a	n/a
1202	readiness				0	n/a	n/a	n/a
1202	promptitude				0	n/a	n/a	n/a
1202	preparation				0	n/a	n/a	n/a
1203	grace				0	n/a	n/a	n/a
1203	goodness				0	n/a	n/a	n/a
1203	favour				0	n/a	n/a	n/a
1203	kindness				0	n/a	n/a	n/a
1203	graciousuess				0	n/a	n/a	n/a
1204	Tabitha				0	n/a	n/a	n/a
1205	seal				0	transitive	n/a	n/a
1205	sink				0	intransitive	n/a	n/a
1205	drown				0	n/a	n/a	n/a
1205	stamp				0	transitive	n/a	n/a
1206	seal				0	n/a	n/a	n/a
1206	stamp				0	n/a	n/a	n/a
1207	Tiberias		(city)		0	n/a	n/a	n/a
1208	Tiberius		(Caesar)		0	n/a	n/a	n/a
1209	violence	do			0	n/a	n/a	n/a
1209	molest				0	n/a	n/a	n/a
1210	kin				0	n/a	n/a	n/a
1210	family				0	n/a	n/a	n/a
1210	birth				0	n/a	n/a	n/a
1210	nationality				0	n/a	n/a	n/a
1211	broiled				0	n/a	n/a	n/a
1212	Tychicus				0	n/a	n/a	n/a
1213	overflow				0	n/a	n/a	n/a
1213	flood				0	n/a	n/a	n/a
1214	flood				0	n/a	n/a	n/a
1214	deluge				0	n/a	n/a	n/a
1215	topaz				0	n/a	n/a	n/a
1216	tempestuous				0	n/a	n/a	n/a
1217	type				0	n/a	n/a	n/a
1217	example				0	n/a	n/a	n/a
1218	mountain				0	n/a	n/a	n/a
1218	hill				0	n/a	n/a	n/a
1219	Tyrannus				0	n/a	n/a	n/a
1220	anoint				0	n/a	n/a	n/a
1220	soil				0	n/a	n/a	n/a
1220	defile				0	n/a	n/a	n/a
1221	grind				0	n/a	n/a	n/a
1222	Titus				0	n/a	n/a	n/a
1223	tetrarch				0	n/a	n/a	n/a
1224	price				0	n/a	n/a	n/a
1225	Timon				0	n/a	n/a	n/a
1226	Timaeus				0	n/a	n/a	n/a
1227	Timotheus				0	n/a	n/a	n/a
1228	clay				0	n/a	n/a	n/a
1229	sheepfold				0	n/a	n/a	n/a
1230	fowl				0	n/a	n/a	n/a
1230	bird				0	n/a	n/a	n/a
1231	perhaps				0	n/a	n/a	n/a
1231	peradventure				0	n/a	n/a	n/a
1232	order				0	n/a	n/a	n/a
1232	arrange				0	n/a	n/a	n/a
1233	order				0	n/a	n/a	n/a
1233	arrangement				0	n/a	n/a	n/a
1234	orderliness				0	n/a	n/a	n/a
1235	boy				0	n/a	n/a	n/a
1235	youth				0	n/a	n/a	n/a
1235	servant				0	n/a	n/a	n/a
1236	youth				0	n/a	n/a	n/a
1236	childhood				0	n/a	n/a	n/a
1235	girl				0	n/a	n/a	m
	cover				0	n/a	n/a	n/a
1238	overshadow				0	n/a	n/a	n/a
1239	shadow				0	n/a	n/a	n/a
1240	shadow				0	n/a	n/a	n/a
1240	shade				0	n/a	n/a	n/a
