id	lexemeId	cons	voc	seyame	ignore	enclitic	isLexeme	rest	suffix_gender	suffix_person	suffix_number	suffix_contraction	prefix_code	gender	person	number	state	aspect	verbal_conjugation
0	1	>>R	>A>@R	0	0	0	1	1	c/n/a	n/a	s/n/a	n/a	0	c	n/a	s	n/a	n/a	n/a
1	1	B>>R	B^A>>@R	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	1	c	n/a	s	n/a	n/a	n/a
2	1	D>>R	D^A>>@R	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	2	c	n/a	s	n/a	n/a	n/a
3	1	DL>>R	D^LA>>@R	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	8	c	n/a	s	n/a	n/a	n/a
4	1	W>>R	WA>>@R	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	c	n/a	s	n/a	n/a	n/a
5	2	>B>	>@B#A>	0	0	0	1	1	c/n/a	n/a	s/n/a	n/a	0	m	n/a	s	emphatic	n/a	n/a
6	2	>BH>	>@B#AHE>	1	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	m	n/a	p	emphatic	n/a	n/a
7	2	>BHWHJ	>@B#AH@WH#_J	1	0	0	0	1	m	3	s/n/a	suffix	0	m	n/a	p	emphatic	n/a	n/a
8	2	>BHJH	>@B#AHEJH	1	0	0	0	1	f	3	s/n/a	suffix	0	m	n/a	p	emphatic	n/a	n/a
9	2	>BHJHWN	>@B#AH@JHUWN	1	0	0	0	1	m	3	p	suffix	0	m	n/a	p	emphatic	n/a	n/a
10	2	>BHJKWN	>@B#AH@JK^UWN	1	0	0	0	1	m	2	p	suffix	0	m	n/a	p	emphatic	n/a	n/a
11	2	>BHJN	>@B#AH@JN	1	0	0	0	1	c/n/a	1	p	suffix	0	m	n/a	p	emphatic	n/a	n/a
12	2	>BHT>	>@B#AHAT#A>	1	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	m	n/a	p	emphatic	n/a	n/a
13	2	>BHTHWN	>@B#AHAT#HUWN	1	0	0	0	1	m	3	p	suffix	0	m	n/a	p	emphatic	n/a	n/a
14	2	>BHTJ	>@B#AHAT#J	1	0	0	0	1	c/n/a	1	s/n/a	suffix	0	m	n/a	p	emphatic	n/a	n/a
15	2	>BHTKWN	>@B#AHAT#K#UWN	1	0	0	0	1	m	2	p	suffix	0	m	n/a	p	emphatic	n/a	n/a
16	2	>BHTN	>@B#AHAT#@N	1	0	0	0	1	c/n/a	1	p	suffix	0	m	n/a	p	emphatic	n/a	n/a
17	2	>BWH	>@B#UWH	0	0	0	0	1	f	3	s/n/a	suffix	0	m	n/a	s	emphatic	n/a	n/a
18	2	>BWHWN	>@B#UWHUWN	0	0	0	0	1	m	3	p	suffix	0	m	n/a	s	emphatic	n/a	n/a
19	2	>BWHJ	>@B#UWH#_J	0	0	0	0	1	m	3	s/n/a	suffix	0	m	n/a	s	emphatic	n/a	n/a
20	2	>BWK	>@B#UWK#	0	0	0	0	1	m	2	s/n/a	suffix	0	m	n/a	s	emphatic	n/a	n/a
21	2	>BWKWN	>@B#UWK#UWN	0	0	0	0	1	m	2	p	suffix	0	m	n/a	s	emphatic	n/a	n/a
22	2	>BWN	>@B#UWN	0	0	0	0	1	c/n/a	1	p	suffix	0	m	n/a	s	emphatic	n/a	n/a
23	2	>BJ	>AB#J	0	0	0	0	1	c/n/a	1	s/n/a	suffix	0	m	n/a	s	emphatic	n/a	n/a
24	2	>B>	>@B#@>	0	0	0	0	3	c/n/a	n/a	s/n/a	n/a	0	m	n/a	s	emphatic	n/a	n/a
25	2	B>B>	B^@>B#A>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	1	m	n/a	s	emphatic	n/a	n/a
26	2	B>BJ	B^A>B#J	0	0	0	0	1	c/n/a	1	s/n/a	suffix	1	m	n/a	s	emphatic	n/a	n/a
27	2	D>B>	D^@>B#A>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	2	m	n/a	s	emphatic	n/a	n/a
28	2	D>BH>	D^@>B#AHE>	1	0	0	0	1	c/n/a	n/a	s/n/a	n/a	2	m	n/a	p	emphatic	n/a	n/a
29	2	D>BHJ	D^@>B#AH@J	1	0	0	0	1	c/n/a	1	s/n/a	suffix	2	m	n/a	p	emphatic	n/a	n/a
30	2	D>BHJK	D^@>B#AH@JK^	1	0	0	0	1	m	2	s/n/a	suffix	2	m	n/a	p	emphatic	n/a	n/a
31	2	D>BHJKWN	D^@>B#AH@JK^UWN	1	0	0	0	1	m	2	p	suffix	2	m	n/a	p	emphatic	n/a	n/a
32	2	D>BHJN	D^@>B#AH@JN	1	0	0	0	1	c/n/a	1	p	suffix	2	m	n/a	p	emphatic	n/a	n/a
33	2	D>BHT>	D^@>B#AHAT#A>	1	0	0	0	1	c/n/a	n/a	s/n/a	n/a	2	m	n/a	p	emphatic	n/a	n/a
34	2	D>BHTN	D^@>B#AHAT#@N	1	0	0	0	1	c/n/a	1	p	suffix	2	m	n/a	p	emphatic	n/a	n/a
35	2	D>BWHWN	D^@>B#UWHUWN	0	0	0	0	1	m	3	p	suffix	2	m	n/a	s	emphatic	n/a	n/a
36	2	D>BWHJ	D^@>B#UWH#_J	0	0	0	0	1	m	3	s/n/a	suffix	2	m	n/a	s	emphatic	n/a	n/a
37	2	D>BWKWN	D^@>B#UWK#UWN	0	0	0	0	1	m	2	p	suffix	2	m	n/a	s	emphatic	n/a	n/a
38	2	D>BWN	D^@>B#UWN	0	0	0	0	1	c/n/a	1	p	suffix	2	m	n/a	s	emphatic	n/a	n/a
39	2	D>BJ	D^A>B#J	0	0	0	0	1	c/n/a	1	s/n/a	suffix	2	m	n/a	s	emphatic	n/a	n/a
40	2	DL>B>	D^L@>B#A>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	8	m	n/a	s	emphatic	n/a	n/a
41	2	DL>BHJHWN	D^L@>B#AH@JHUWN	1	0	0	0	1	m	3	p	suffix	8	m	n/a	p	emphatic	n/a	n/a
42	2	W>B>	W@>B#A>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	m	n/a	s	emphatic	n/a	n/a
43	2	W>BHT>	W@>B#AHAT#A>	1	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	m	n/a	p	emphatic	n/a	n/a
44	2	W>BHTN	W@>B#AHAT#@N	1	0	0	0	1	c/n/a	1	p	suffix	3	m	n/a	p	emphatic	n/a	n/a
45	2	W>BWHJ	W@>B#UWH#_J	0	0	0	0	1	m	3	s/n/a	suffix	3	m	n/a	s	emphatic	n/a	n/a
46	2	W>BWK	W@>B#UWK#	0	0	0	0	1	m	2	s/n/a	suffix	3	m	n/a	s	emphatic	n/a	n/a
47	2	W>BWKWN	W@>B#UWK#UWN	0	0	0	0	1	m	2	p	suffix	3	m	n/a	s	emphatic	n/a	n/a
48	2	W>BJ	WA>B#J	0	0	0	0	1	c/n/a	1	s/n/a	suffix	3	m	n/a	s	emphatic	n/a	n/a
49	2	WL>B>	WL@>B#A>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	11	m	n/a	s	emphatic	n/a	n/a
50	2	WL>BWH	WL@>B#UWH	0	0	0	0	1	f	3	s/n/a	suffix	11	m	n/a	s	emphatic	n/a	n/a
51	2	WL>BWHWN	WL@>B#UWHUWN	0	0	0	0	1	m	3	p	suffix	11	m	n/a	s	emphatic	n/a	n/a
52	2	L>B>	L@>B#A>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	4	m	n/a	s	emphatic	n/a	n/a
53	2	L>BH>	L@>B#AHE>	1	0	0	0	1	c/n/a	n/a	s/n/a	n/a	4	m	n/a	p	emphatic	n/a	n/a
54	2	L>BHWHJ	L@>B#AH@WH#_J	1	0	0	0	1	m	3	s/n/a	suffix	4	m	n/a	p	emphatic	n/a	n/a
55	2	L>BHJHWN	L@>B#AH@JHUWN	1	0	0	0	1	m	3	p	suffix	4	m	n/a	p	emphatic	n/a	n/a
56	2	L>BHJKWN	L@>B#AH@JK^UWN	1	0	0	0	1	m	2	p	suffix	4	m	n/a	p	emphatic	n/a	n/a
57	2	L>BHTN	L@>B#AHAT#@N	1	0	0	0	1	c/n/a	1	p	suffix	4	m	n/a	p	emphatic	n/a	n/a
58	2	L>BWH	L@>B#UWH	0	0	0	0	1	f	3	s/n/a	suffix	4	m	n/a	s	emphatic	n/a	n/a
59	2	L>BWHJ	L@>B#UWH#_J	0	0	0	0	1	m	3	s/n/a	suffix	4	m	n/a	s	emphatic	n/a	n/a
60	2	L>BWHJN	L@>B#UWHEJN	0	0	0	0	1	f	3	p	suffix	4	m	n/a	s	emphatic	n/a	n/a
61	2	L>BWK	L@>B#UWK#	0	0	0	0	1	m	2	s/n/a	suffix	4	m	n/a	s	emphatic	n/a	n/a
62	2	L>BWKWN	L@>B#UWK#UWN	0	0	0	0	1	m	2	p	suffix	4	m	n/a	s	emphatic	n/a	n/a
63	2	L>BWN	L@>B#UWN	0	0	0	0	1	c/n/a	1	p	suffix	4	m	n/a	s	emphatic	n/a	n/a
64	2	L>BJ	LA>B#J	0	0	0	0	1	c/n/a	1	s/n/a	suffix	4	m	n/a	s	emphatic	n/a	n/a
65	3	>BHWT>	>@B#AHUWT#A>	0	0	0	1	1	c/n/a	n/a	s/n/a	n/a	0	f	n/a	s	emphatic	n/a	n/a
66	4	>BHWN	>EB^HUWN	0	0	0	0	1	m	3	p	suffix	0	m	n/a	s	emphatic	n/a	n/a
67	4	W>BKJ	WE>B^EK#J	0	0	0	0	1	f	2	s/n/a	suffix	3	m	n/a	s	emphatic	n/a	n/a
68	4	>B>	>EB^A>	0	0	0	1	2	c/n/a	n/a	s/n/a	n/a	0	m	n/a	s	emphatic	n/a	n/a
69	5	>BD	>AB#ED#	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	m	3	s	n/a	active_participle	peal
70	5	>BD	>EB#@D#	0	0	0	1	2	c/n/a	n/a	s/n/a	n/a	0	m	3	s	n/a	perfect	peal
71	5	>BD>	>AB#D^A>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	f	3	s	n/a	active_participle	peal
72	5	>BDW	>EB#@D#W	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	m	3	p	n/a	perfect	peal
73	5	>BDJN	>AB#D^IJN	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	m	3	p	n/a	active_participle	peal
74	5	>BDJNN	>AB#D^IJN@N	0	0	0	0	1	c/n/a	1	p	contraction	0	m	1	p	n/a	active_participle	peal
75	5	>BDN	>AB#D^AN	1	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	f	3	p	n/a	active_participle	peal
76	5	>BDT	>EB#D^@T#	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	f	3	s	n/a	perfect	peal
77	5	>WBD	>@WB^ED#	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	m	3	s	n/a	perfect	aphel
78	5	>WBD	>@WB^ED#	0	0	0	0	2	c/n/a	n/a	s/n/a	n/a	0	c	1	s	n/a	imperfect	aphel
79	5	>WBDT	>@WB^D#ET#	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	c	1	s	n/a	perfect	aphel
80	5	D>BD	D^E>B#@D#	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	2	m	3	s	n/a	perfect	peal
81	5	D>BD>	D^A>B#D^A>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	2	f	3	s	n/a	active_participle	peal
82	5	D>BDW	D^E>B#@D#W	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	2	m	3	p	n/a	perfect	peal
83	5	D>BDJN	D^A>B#D^IJN	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	2	m	3	p	n/a	active_participle	peal
84	5	D>WBD	D^@>WB^ED#	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	2	c	1	s	n/a	imperfect	aphel
85	5	DN>BD	D^NI>B#@D#	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	2	m	3	s	n/a	imperfect	peal
86	5	DNWBD	D^N@WB^ED#	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	2	m	3	s	n/a	imperfect	aphel
87	5	DNWBDWN	D^N@WB^D#UWN	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	2	m	3	p	n/a	imperfect	aphel
88	5	DNWBDWNJHJ	D^N@WB^D#UWNAJH#_J	0	0	0	0	1	m	3	s/n/a	suffix	2	m	3	p	n/a	imperfect	aphel
89	5	DNWBDJWHJ	D^N@WB^D#IJWH#_J	0	0	0	0	1	m	3	s/n/a	suffix	2	m	3	s	n/a	imperfect	aphel
90	5	DTWBDJWHJ	D^T#@WB^D#IJWH#_J	0	0	0	0	1	m	3	s/n/a	suffix	2	f	3	s	n/a	imperfect	aphel
91	5	W>BD	WA>B#ED#	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	m	3	s	n/a	active_participle	peal
92	5	W>BD	WE>B#@D#	0	0	0	0	2	c/n/a	n/a	s/n/a	n/a	3	m	3	s	n/a	perfect	peal
93	5	W>BDW	WE>B#@D#W	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	m	3	p	n/a	perfect	peal
94	5	W>WBD	W@>WB^ED#	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	m	3	s	n/a	perfect	aphel
95	5	W>WBDW	W@>WB^ED#W	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	m	3	p	n/a	perfect	aphel
96	5	WDNWBD	W@D#N@WB^ED#	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	10	m	3	s	n/a	imperfect	aphel
97	5	WNWBD	WN@WB^ED#	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	m	3	s	n/a	imperfect	aphel
98	5	WTWBD	WT#@WB^ED#	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	f	3	s	n/a	imperfect	aphel
99	5	LMWBDW	LM@WB^AD#UW	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	4	n/a	n/a	n/a	n/a	infinitive	aphel
100	5	LMWBDWTH	LM@WB^AD#UWT#EH	0	0	0	0	1	m	3	s/n/a	suffix	4	n/a	n/a	n/a	n/a	infinitive	aphel
101	5	LMWBDWTN	LM@WB^AD#UWT#@N	0	0	0	0	1	c/n/a	1	p	suffix	4	n/a	n/a	n/a	n/a	infinitive	aphel
102	5	MWBD	M@WB^ED#	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	m	3	s	n/a	active_participle	aphel
103	5	N>BD	NI>B#@D#	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	m	3	s	n/a	imperfect	peal
104	5	N>BDWN	NI>B#D^UWN	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	m	3	p	n/a	imperfect	peal
105	5	NWBD	N@WB^ED#	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	m	3	s	n/a	imperfect	aphel
106	5	NWBDWNJHJ	N@WB^D#UWNAJH#_J	0	0	0	0	1	m	3	s/n/a	suffix	0	m	3	p	n/a	imperfect	aphel
107	5	NWBDJH	N@WB^D#IJH	0	0	0	0	1	f	3	s/n/a	suffix	0	m	3	s	n/a	imperfect	aphel
108	5	T>BD	T^I>B#@D#	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	f	3	s	n/a	imperfect	peal
109	5	T>BDWN	T^I>B#D^UWN	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	m	2	p	n/a	imperfect	peal
110	5	TWBD	T^@WB^ED#	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	m	2	s	n/a	imperfect	aphel
111	5	TWBDWN	T^@WB^D#UWN	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	m	2	p	n/a	imperfect	aphel
112	5	NWBDWN	N@WB^D#UWN	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	m	3	p	n/a	imperfect	aphel
113	5	TWBD	T^@WB^ED#	0	0	0	0	2	c/n/a	n/a	s/n/a	n/a	0	f	3	s	n/a	imperfect	aphel
114	5	>WBDW	>@WB^ED#W	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	m	3	p	n/a	perfect	aphel
115	5	MWBDW	M@WB^AD#UW	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	n/a	n/a	n/a	n/a	infinitive	aphel
116	6	>BDN>	>@B#D^ANA>	0	0	0	1	1	c/n/a	n/a	s/n/a	n/a	0	m	n/a	s	emphatic	n/a	n/a
117	6	D>BDN>	D^@>B#D^ANA>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	2	m	n/a	s	emphatic	n/a	n/a
118	6	D>BDNHWN	D^@>B#D^ANHUWN	0	0	0	0	1	m	3	p	suffix	2	m	n/a	s	emphatic	n/a	n/a
119	6	W>BDNHWN	W@>B#D^ANHUWN	0	0	0	0	1	m	3	p	suffix	3	m	n/a	s	emphatic	n/a	n/a
120	6	WB>BDN>	WB#@>B#D^ANA>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	9	m	n/a	s	emphatic	n/a	n/a
121	6	WD>BDN>	WD#@>B#D^ANA>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	10	m	n/a	s	emphatic	n/a	n/a
122	6	WL>BDN>	WL@>B#D^ANA>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	11	m	n/a	s	emphatic	n/a	n/a
123	6	L>BDN>	L@>B#D#ANA>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	4	m	n/a	s	emphatic	n/a	n/a
124	7	B>BJD>	B^@>B#IJD#E>	1	0	0	0	1	c/n/a	n/a	s/n/a	n/a	1	m	n/a	p	emphatic	n/a	n/a
125	5	D>BJD	D^@>B^IJD#	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	2	m	3	s	n/a	passive_participle	peal
126	7	W>BJD>	W@>B^IJD#A>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	m	n/a	s	emphatic	n/a	n/a
127	7	L>BJD>	L@>B#IJD#E>	1	0	0	0	1	c/n/a	n/a	s/n/a	n/a	4	m	n/a	p	emphatic	n/a	n/a
128	7	>BJD>	>@B#IJD#A>	0	0	0	1	1	c/n/a	n/a	s/n/a	n/a	0	m	n/a	s	emphatic	n/a	n/a
129	7	>BD>	>@B#IJD#E>	1	0	0	0	2	c/n/a	n/a	s/n/a	n/a	0	m	n/a	p	emphatic	n/a	n/a
130	5	>BJD	>@B^IJD#	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	m	3	s	n/a	passive_participle	peal
131	8	>BWB>	>@B^UWB#A>	0	0	0	1	1	c/n/a	n/a	s/n/a	n/a	0	m	n/a	s	emphatic	n/a	n/a
132	9	>BJ>	>@B#IJA>	0	0	0	1	1	c/n/a	n/a	s/n/a	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a
133	9	L>BJ>	L@>B#IJA>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
134	10	>BJ>	>@B#IJ@>	0	0	0	1	2	c/n/a	n/a	s/n/a	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a
135	11	>BJWD	>@B#IJUWD#	0	0	0	1	1	c/n/a	n/a	s/n/a	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a
136	11	L>BJWD	L@>B#IJUWD#	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
137	12	D>BJLJN>	D^@>B#IJLIJNE>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	2	n/a	n/a	n/a	n/a	n/a	n/a
138	12	>BJLJN>	>@B#IJLIJNI>	0	0	0	1	1	c/n/a	n/a	s/n/a	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a
139	13	>BJTR	>@B#IJT#AR	0	0	0	1	1	c/n/a	n/a	s/n/a	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a
140	15	D>BJLJN	D^@>B#IJLIJN	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	2	m	3	p	n/a	passive_participle	peal
141	15	W>BJLJN	W@>B#IJLIJN	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	m	3	p	n/a	passive_participle	peal
142	14	L>BJL>	L@>B#IJLE>	1	0	0	0	1	c/n/a	n/a	s/n/a	n/a	4	m	n/a	p	emphatic	n/a	n/a
143	14	>BJL>	>@B#IJLA>	0	0	0	1	1	c/n/a	n/a	s/n/a	n/a	0	m	n/a	s	emphatic	n/a	n/a
144	15	>BJLJN	>@B#IJLIJN	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	m	3	p	n/a	passive_participle	peal
145	14	>BJL>	>@B#IJLE>	1	0	0	0	2	c/n/a	n/a	s/n/a	n/a	0	m	n/a	p	emphatic	n/a	n/a
146	15	W>T>BL	WE>T#E>B#EL	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	c	1	s	n/a	imperfect	ethpeal
147	15	W>T>BLW	WE>T#E>B#ELW	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	m	3	p	n/a	perfect	ethpeal
148	15	W>T>BLW	WE>T^@>B##_LW	0	0	0	0	2	c/n/a	n/a	s/n/a	n/a	3	m	2	p	n/a	imperative	ethpeal
149	15	WNT>BLWN	WNET#@>B#LUWN	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	m	3	p	n/a	imperfect	ethpeal
150	15	WTT>BLWN	WT#ET#@>B#LUWN	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	m	2	p	n/a	imperfect	ethpeal
151	15	>BL	>EB#@L	0	0	0	1	1	c/n/a	n/a	s/n/a	n/a	0	m	3	s	n/a	perfect	peal
152	15	>T>BL	>ET#E>B#EL	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	c	1	s	n/a	imperfect	ethpeal
153	15	>T>BLW	>ET#E>B#ELW	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	m	3	p	n/a	perfect	ethpeal
154	15	>T>BLW	>ET^@>B##_LW	0	0	0	0	2	c/n/a	n/a	s/n/a	n/a	0	m	2	p	n/a	imperative	ethpeal
155	15	NT>BLWN	NET#@>B#LUWN	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	m	3	p	n/a	imperfect	ethpeal
156	15	TT>BLWN	T^ET#@>B#LUWN	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	m	2	p	n/a	imperfect	ethpeal
157	16	>BL>	>EB#LA>	0	0	0	1	1	c/n/a	n/a	s/n/a	n/a	0	m	n/a	s	emphatic	n/a	n/a
158	16	>BLKWN	>EB#LK#UWN	0	0	0	0	1	m	2	p	suffix	0	m	n/a	s	emphatic	n/a	n/a
159	16	B>BL>	B^E>B#LA>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	1	m	n/a	s	emphatic	n/a	n/a
160	16	W>BL>	WE>B#LA>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	m	n/a	s	emphatic	n/a	n/a
161	16	L>BL>	LE>B#LA>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	4	m	n/a	s	emphatic	n/a	n/a
162	17	W>BN>	W@>B#NA>	0	0	0	0	2	c/n/a	n/a	s/n/a	n/a	3	c	n/a	s	emphatic	n/a	n/a
163	17	>BN>	>@B#NA>	0	0	0	1	2	c/n/a	n/a	s/n/a	n/a	0	c	n/a	s	emphatic	n/a	n/a
164	18	>BRHM	>@B#RAHAM	0	0	0	1	1	c/n/a	n/a	s/n/a	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a
165	18	B>BRHM	B^@>B#RAHAM	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a
166	18	D>BRHM	D^@>B#RAHAM	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	2	n/a	n/a	n/a	n/a	n/a	n/a
167	18	DL>BRHM	D^L@>B#RAHAM	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	8	n/a	n/a	n/a	n/a	n/a	n/a
168	18	WL>BRHM	WL@>B#RAHAM	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	11	n/a	n/a	n/a	n/a	n/a	n/a
169	18	L>BRHM	L@>B#RAHAM	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a
170	19	>GBWS	>@G#@B#AWS	0	0	0	1	1	c/n/a	n/a	s/n/a	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a
171	20	>GWN>	>@G#UWNA>	0	0	0	1	1	c/n/a	n/a	s/n/a	n/a	0	m	n/a	s	emphatic	n/a	n/a
172	20	B>GWN>	B^@>G#UWNA>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	1	m	n/a	s	emphatic	n/a	n/a
173	20	D>GWN>	D^@>G#UWNA>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	2	m	n/a	s	emphatic	n/a	n/a
174	20	W>GWN>	W@>G#UWNA>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	m	n/a	s	emphatic	n/a	n/a
175	20	L>GWN>	L@>G#UWNA>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	4	m	n/a	s	emphatic	n/a	n/a
176	21	>GWSVWS	>@G#UWSVAWS	0	0	0	1	1	c/n/a	n/a	s/n/a	n/a	0	n/a	n/a	n/a	n/a	n/a	n/a
177	22	>GWRS>	>AG#UWRSA>	0	0	0	1	1	c/n/a	n/a	s/n/a	n/a	0	m	n/a	s	emphatic	n/a	n/a
178	22	>GWRSH	>AG#UWRSEH	0	0	0	0	1	m	3	s/n/a	suffix	0	m	n/a	s	emphatic	n/a	n/a
179	22	L>GWRS>	LA>G#UWRSE>	1	0	0	0	1	c/n/a	n/a	s/n/a	n/a	4	m	n/a	p	emphatic	n/a	n/a
180	22	L>GWRSH	LA>G#UWRSEH	0	0	0	0	1	m	3	s/n/a	suffix	4	m	n/a	s	emphatic	n/a	n/a
181	22	>GWRS>	>AG#UWRSE>	1	0	0	0	2	c/n/a	n/a	s/n/a	n/a	0	m	n/a	p	emphatic	n/a	n/a
182	23	>GN>	>@G#ANE>	1	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	f	n/a	p	emphatic	n/a	n/a
183	23	L>GN>	L@>G#ANE>	1	0	0	0	1	c/n/a	n/a	s/n/a	n/a	4	f	n/a	p	emphatic	n/a	n/a
184	24	>GJR>	>@G#IJRA>	0	0	0	1	1	c/n/a	n/a	s/n/a	n/a	0	m	n/a	s	emphatic	n/a	n/a
185	24	>GJR>	>@G#IJRE>	1	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	m	n/a	p	emphatic	n/a	n/a
186	24	>GJRJK	>@G#IJR@JK^	1	0	0	0	1	m	2	s/n/a	suffix	0	m	n/a	p	emphatic	n/a	n/a
187	24	D>GJR>	D^@>G#IJRA>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	2	m	n/a	s	emphatic	n/a	n/a
188	25	>GRN	>@G#RAN	0	0	0	0	1	c/n/a	1	p	suffix	0	m	3	s	n/a	perfect	peal
189	25	DN>GWR	D^NE>G#UWR	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	2	m	3	s	n/a	imperfect	peal
190	25	W>GR	WE>G#@R	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	m	3	s	n/a	perfect	peal
191	25	>GR	>EG#@R	0	0	0	1	2	c/n/a	n/a	s/n/a	n/a	0	m	3	s	n/a	perfect	peal
192	25	N>GWR	NE>G#UWR	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	m	3	s	n/a	imperfect	peal
