lexemesId	cons	voc	seyame	ignore	enclitic	isLexeme	rest	suffix_gender	suffix_person	suffix_number	suffix_contraction	prefix_code	gender	person	number	state	aspect	verbal_conjugation
783	WHWJ>	WHAWJA>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	f	1	s	n/a	active_participle	peal
783	WHWJ>	WHAWJA>	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	f	2	s	n/a	active_participle	peal
783	WHWJN	WHAWEJN	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	m	1	p	n/a	active_participle	peal
783	WHWJN	WHAWEJN	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	m	2	p	n/a	active_participle	peal
783	WHWJN	WHAWJAN	1	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	f	1	p	n/a	active_participle	peal
783	WHWJN	WHAWJAN	1	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	f	2	p	n/a	active_participle	peal
783	DHW>	D^HAWE>	0	0	0	0	3	c/n/a	n/a	s/n/a	n/a	2	m	1	s	n/a	active_participle	peal
783	DHW>	D^HAWE>	0	0	0	0	3	c/n/a	n/a	s/n/a	n/a	2	m	2	s	n/a	active_participle	peal
785	WMHWNJN	W@MH@WNIJN	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	m	1	p	n/a	passive_participle	pael
785	WMHWNJN	W@MH@WNIJN	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	m	2	p	n/a	passive_participle	pael
785	MHWNJN	MH@WNIJN	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	m	1	p	n/a	passive_participle	pael
785	MHWNJN	MH@WNIJN	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	0	m	2	p	n/a	passive_participle	pael
794	WMHLLJN	W@MH@LLIJN	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	m	1	p	n/a	active_participle	pael
794	WMHLLJN	W@MH@LLIJN	0	0	0	0	1	c/n/a	n/a	s/n/a	n/a	3	m	2	p	n/a	active_participle	pael
